id,brand_name
1679,belkosmex
1680,bella
1681,bellamebel
1682,belletti
1683,bellisimo
1684,bellissima
1685,bellissimaimetec
1686,belordesign
1687,belsina
1688,belux
1689,belyjedinorog
1690,belyjveter
1691,benbat
1692,bene
1693,benebaby
1694,benny
1695,benq
1696,bentley
1697,benuta
1698,bequiet
1699,berber
1700,berdsk
1701,bergamo
1702,bergauf
1703,berger
1704,berghoff
1705,bergner
1706,bering
1707,berkley
1708,berkut
1709,berlinger
1710,berlingerhaus
1711,bernina
1712,berossi
1713,berrisom
1714,berrymors
1715,bertoni
1716,bertonilorelli
1717,beru
1718,besafe
1719,bessey
1720,best
1721,bestbalance
1722,bestia
1723,bestlife
1724,bestoy
1725,bestsellers.kz
1726,bestway
1727,besty
1728,beta
1729,bethesda
1730,betsy
1731,beuchat
1732,beurer
1733,beyblade
1734,beyerdynamic
1735,beyonce
1736,beyond
1737,bfgoodrich
1738,bfsnowboards
1739,bfz
1740,bhawk
1741,bianca
1742,bibalina
1743,bielita
1744,biema
1745,biemmedue
1746,big
1747,bigben
1748,bigdream
1749,bigfigures
1750,bigklever
1751,bigmotors
1752,bildo
1753,billi
1754,bilstein
1755,binatone
1756,bingo
1757,bio
1758,bio-oil
1759,bio-tekstil
1760,bioderma
1761,biofinity
1762,biography
1763,bioinhaler
1764,biol
1765,biolage
1766,biolane
1767,bioline
1768,biomecanics
1769,biomed
1770,bionime
1771,biostal
1772,biostar
1773,biotech
1774,biotherm
1775,biovea
1776,biovise
1777,bioworld
1778,birusa
1779,bisou
1780,bissell
1781,biwec
1782,bkf
1783,blackberry
1784,blackbox
1785,blackdecker
1786,blackmores
1787,blackstonelabs
1788,blackview
1789,blackvue
1790,blam
1791,blanco
1792,blanx
1793,blaster
1794,blauberg
1795,blaumann
1796,blaupunkt
1797,blend-a-med
1798,blenderbottle
1799,blg
1800,blistex
1801,blitz
1802,blocks
1803,bloombaby
1804,bloomsbury
1805,bluedio
1806,blueidea
1807,blueprint
1808,blueseven
1809,bluesonic
1810,blumarine
1811,blw
1812,bmw
1813,boarteks
1814,boboli
1815,boccia
1816,bochetti
1817,body-solid
1818,bodyboom
1819,bodykraft
1820,bodysculpture
1821,bodysolid
1822,bogates
1823,boge
1824,bohemia
1825,bohemiacrystal
1826,bohemian
1827,bohmann
1828,boley
1829,bomann
1830,bombbar
1831,bombcat
1832,bomberg
1833,bombora
1834,bompani
1835,bon
1836,bona
1837,bond
1838,bondibon
1839,bonduelle
1840,boneco
1841,bonita
1842,bonne
1843,bontrager
1844,bonvini
1845,booil
1846,boomtrix
1847,borasco
1848,borinskoe
1849,bork
1850,borofone
1851,borovici
1852,bort
1853,bosch
1854,bose
1855,bosh
1856,bosher
1857,bosnic
1858,boss
1859,bossh
1860,bot
1861,botanica
1862,botas
1863,boteng
1864,boto
1865,botticelli
1866,boucheron
1867,bouncin
1868,bouncinbabies
1869,bounty
1870,bourjois
1871,bourtsos
1872,bovidix
1873,bowflex
1874,boyscout
1875,boyu
1876,bozhi
1877,bq
1878,bra
1879,brabix
1880,bradex
1881,brahner
1882,brain
1883,branq
1884,brateck
1885,bratz
1886,brauberg
1887,braumauto
1888,braun
1889,bravat
1890,bravilor
1891,bravis
1892,bravo
1893,bravolli
1894,brayer
1895,breezeboat
1896,bref
1897,brembo
1898,brennenstuhl
1899,bresser
1900,brevi
1901,bridgestone
1902,briknik
1903,brisk
1904,brita
1905,britax
1906,britaxroemer
1907,britaxromer
1908,britneyspears
1909,britop
1910,briverre
1911,brizoll
1912,brkpress
1913,bro
1914,brocoli
1915,bronzallure
1916,broomer
1917,brother
1918,bruder
1919,brumer
1920,bruynzeel
1921,brw
1922,brynzeel
1923,bsa-wheels
1924,bsf
1925,bsn
1926,bts
1927,btwin
1928,bubble
1929,bubchen
1930,buderus
1931,budibasa
1932,buebchen
1933,bueno
1934,buffalo
1935,bugaboo
1936,bugati
1937,bugatti
1938,buggy
1939,build-a-bear
1940,built-inoven
1941,buldors
1942,bulgari
1943,bulget
1944,bulin
1945,bulova
1946,bumbaram
1947,bumbleride
1948,bumprider
1949,bunchems
1950,burberry
1951,burc
1952,burgerschuhe
1953,burn
1954,burna
1955,burokrat
1956,burton
1957,bushnell
1958,butterfly
1959,buttonblue
1960,buzzbee
1961,bvlgari
1962,bwell
1963,bws
1964,bwt
1965,bxg
1966,byintek
1967,bykilian
1968,byotea
1969,byredo
1970,bytplast
1971,byz
1972,cablexpert
1973,cacharel
1974,cada
1975,cadelvetro
1976,cadillac
1977,cafe-cafe
1978,cafemimi
1979,cailyn
1980,caiman
1981,calgaro
1982,calgon
1983,calipso
1984,callida
1985,calligrata
1986,calorie
1987,calve
1988,calvinklein
1989,calypso
1990,cam
1991,camay
1992,camelion
1993,cameo
1994,cameron
1995,camino
1996,campina
1997,campinggaz
1998,camptown
1999,camshel
2000,camso
2001,can-am
2002,canadiana
2003,canam
2004,candide
2005,candino
2006,candy
2007,candylocks
2008,cannondale
2009,canon
2010,canson
2011,canton
2012,cantra
2013,canwood
2014,canyon
2015,capanni
2016,capcom
2017,capdase
2018,capella
2019,capline
2020,capri-sonne
2021,caprice
2022,car-baby
2023,carahardwood
2024,caramelia
2025,caravanmusic
2026,caraya
2027,carbon
2028,carcam
2029,cardrox
2030,carfashion
2031,carhome
2032,carino
2033,carlsbad
2034,carlsbro
2035,carmani
2036,carmex
2037,carpet
2038,carpisa
2039,carrera
2040,cars
2041,carters
2042,cartier
2043,cartoon
2044,carver
2045,carwel
2046,casaconforte
2047,casada
2048,casamorati
2049,casato
2050,case
2051,caseconforte
2052,casela
2053,casio
2054,caso
2055,casp
2056,casper
2057,casta
2058,castelgarden
2059,castorland
2060,castrol
2061,cat
2062,cata
2063,catimini
2064,catlitter
2065,catrice
2066,catsan
2067,catunltd
2068,cavaletto
2069,cavanova
2070,cayee
2071,cayin
2072,ccm
2073,cd
2074,ceinio
2075,celebrat
2076,celestron
2077,celine
2078,cellarprivate
2079,cellio
2080,cellucor
2081,cempioneria
2082,cenmax
2083,centara
2084,centec
2085,centek
2086,centrkom
2087,centrpoligraf
2088,centrpravilnogosna
2089,centrsportivnogopitania
2090,centurion
2091,centurionlabz
2092,cepeckaamf
2093,ceresit
2094,ceriotti
2095,cerruti
2096,cersanit
2097,certina
2098,cettua
2099,cezaris
2100,chairman
2101,chameleon
2102,champion
2103,chanel
2104,changan
2105,changerobot
2106,changerobots
2107,changhong
2108,chaod
2109,chaoyang
2110,chappi
2111,char-broil
2112,chariots
2113,chayka
2114,checkin
2115,chef
2116,chemipro
2117,chenri
2118,chiaro
2119,chic
2120,chicco
2121,chieftec
2122,chigo
2123,childhome
2124,chilok
2125,chilokbo
2126,ching-ching
2127,chingching
2128,chloe
2129,chocair
2130,chomik
2131,chopard
2132,christina
2133,chub
2134,chuckfriends
2135,chuggington
2136,ciaobimbi
2137,cif
2138,cifyurm
2139,cigii
2140,cikoo
2141,cilek
2142,cilia
2143,cillit
2144,cime
2145,cinemood
2146,circle
2147,cisco
2148,citilux
2149,citizen
2150,citycolor
2151,cityrover
2152,cityup
2153,clairefontaine
2154,clanfrancoferre
2155,clarion
2156,clariss
2157,clasna
2158,classen
2159,clasy
2160,clatronic
2161,claudebernard
2162,claudedozorme
2163,clevan
2164,clever
2165,clevercompany
2166,cliff
2167,climadiff
2168,clinch
2169,clinique
2170,clippasafe
2171,clipstudio
2172,clomapharma
2173,clou
2174,clover
2175,cmi
2176,cmt
2177,cnd
2178,coach
2179,coballe
2180,cobat
2181,cober
2182,cobi
2183,cobra
2184,cobralabsjnx
2185,coca-cola
2186,coccinelle
2187,cocochoco
2188,cocoonababy
2189,codemasters
2190,coghlans
2191,colab
2192,coleman
2193,colgate
2194,collagen
2195,collecta
2196,collection
2197,collins
2198,collistar
2199,coloma
2200,colombo
2201,colorfix
2202,colorful
2203,colorkids
2204,colorland
2205,colorway
2206,colourpop
2207,columbia
2208,combo
2209,comet
2210,comf-pro
2211,comfee
2212,comforser
2213,comfort
2214,comfortbaby
2215,comfortzone
2216,comma
2217,compasal
2218,compliment
2219,complimenti
2220,comporta
2221,concept
2222,conceptclub
2223,condor
2224,condtrol
2225,conductor
2226,confetti
2227,constancy
2228,constantdelight
2229,conte
2230,conteelegant
2231,continent
2232,continental
2233,contour
2234,converse
2235,coolbaby
2236,coolermaster
2237,coolfort
2238,coolinar
2239,coolmaker
2240,coolmaster
2241,cooperhunter
2242,coopervision
2243,cordial
2244,cordiant
2245,cornerstone
2246,corona
2247,corozo
2248,corps
2249,corpus
2250,corrado
2251,corsair
2252,corsocomo
2253,cort
2254,cortland
2255,cosmisracing
2256,cosottinni
2257,cosrx
2258,costadinafur
2259,coty
2260,cougar
2261,courvoisier
2262,covani
2263,cover
2264,cow
2265,cowon
2266,cozmo
2267,cpl
2268,craft
2269,cralusso
2270,crane
2271,crea
2272,creative
2273,creature
2274,creavit
2275,creed
2276,cremesso
2277,creo
2278,creoceramique
2279,crescina
2280,cressi
2281,crest
2282,crisa
2283,crockid
2284,crome
2285,crona
2286,cronos
2287,crosby
2288,crossstreet
2289,crowdgames
2290,crown
2291,crucial
2292,crunch
2293,crusader
2294,crybabies
2295,crystal
2296,crystalite
2297,crystallux
2298,crystaltrees
2299,csmedica
2300,cth
2301,ctr
2302,cube
2303,cubicfun
2304,cullmann
2305,cultor
2306,cvgaudio
2307,cybermass
2308,cyberpower
2309,cybex
2310,d-clinic
2311,d-link
2312,dab
2313,dabo
2314,dabur
2315,dada
2316,dadget
2317,daesung
2318,daewoo
2319,daewooelectronics
2320,dagee
2321,dageni
2322,dahatsu
2323,dahon
2324,dahua
2325,dainese
2326,daisy
2327,daiwa
2328,daiwerina
2329,dakar
2330,dalbello
2331,dalianhantaitradecoltd
2332,dam
2333,damask
2334,damixa
2335,damla
2336,damper
2337,danau
2338,daneildesch
2339,daniel
2340,danielklein
2341,danke
2342,danko-tojs
2343,dankotoys
2344,danone
2345,dara
2346,dardav
2347,darina
2348,darina-rus
2349,dariush
2350,darkproject
2351,darling
2352,dasch
2353,daughters-sonbaby
2354,dauscher
2355,davidoff
2356,davinci
2357,davita
2358,daye
2359,dayun
2360,dbpower
2361,dcshoes
2362,dda
2363,dds
2364,ddstyle
2365,deagostini
2366,deamia
2367,dearest
2368,decathlon
2369,decocode
2370,decola
2371,decool
2372,decora
2373,decoroom
2374,deepcool
2375,deeper
2376,deerma
2377,deestone
2378,defacto
2379,defalucy
2380,defender
2381,definitivetechnology
2382,defredesign
2383,dekart
2384,deko
2385,dekok
2386,delibri
2387,delimano
2388,delkor
2389,dell
2390,della
2391,dello
2392,delma
2393,delmax
2394,delo
2395,delonghi
2396,delphi
2397,delsey
2398,delsot
2399,delta
2400,deltalux
2401,delune
2402,delux
2403,deluxe
2404,demark
2405,demi
2406,demidovskijzavod
2407,demiray
2408,demix
2409,dendy
2410,denn
2411,denon
2412,denso
2413,denzel
2414,deonica
2415,deoproce
2416,depileve
2417,depo
2418,deppa
2419,derevaski
2420,dermacol
2421,derspur
2422,derwent
2423,desatoekorolevstvo
2424,descente
2425,desertykrasoty
2426,desigual
2427,destra
2428,deta
2429,detomaso
2430,deton
2431,deuter
2432,deutz
2433,devar
2434,devente
2435,devia
2436,deviser
2437,devos
2438,dewalt
2439,dexp
2440,dexx
2441,dfc
2442,dfz
2443,dgm
2444,dhz
2445,diadora
2446,diamant
2447,diamond
2448,diamondunion
2449,dibite
2450,dicarafur
2451,dickie
2452,dickietoys
2453,did
2454,didistyle
2455,diegom
2456,diesel
2457,digifriends
2458,digma
2459,dikhan
2460,dila
2461,dilis
2462,dimian
2463,dinamical
2464,dinastia
2465,dinner
2466,dinoland
2467,dinosaurplanet
2468,dinotoys
2469,diolex
2470,diolex-teco
2471,dion
2472,dior
2473,diptyque
2474,dirkje
2475,dirkjebabywear
2476,dirran
2477,discoverycar
2478,disney
2479,disneyprincess
2480,dispho
2481,distar
2482,dita
2483,ditreex
2484,diva
2485,divalux
2486,divan-kz
2487,divan.kz
2488,divinare
2489,divoom
2490,dizel
2491,dizzy
2492,dji
2493,dk
2494,dkny
2495,dla
2496,dlaudio
2497,dls
2498,dmichael
2499,dobraakniga
2500,dobroparov
2501,dobroprav
2502,dobrusskijfarforovyjzavod
2503,dobryna
2504,dockland
2505,doctors
2506,doda
2507,dodo
2508,doff
2509,dogrular
2510,dohany
2511,dolcegabbana
2512,dolcevita
2513,doliva
2514,dollytoy
2515,doloni
2516,dolpang
2517,domani-spa
2518,domasnijocag
2519,domcraft
2520,domenik
2521,domestos
2522,dometic
2523,domika
2524,dominant-print
2525,domini
2526,domovita
2527,domyos
2528,donfeel
2529,dongma
2530,donic
2531,donnavanna
2532,doogee
2533,doohan
2534,doona
2535,dopdrops
2536,doritos
2537,dormeo
2538,dornbracht
2539,doshhome
2540,dotemu
2541,doubleeagle
2542,doublefish
2543,dougez
2544,doui
2545,doupro
2546,dove
2547,dowontec
2548,dox
2549,dpo
2550,dr.alex
2551,dr.hoffman
2552,dr.jart
2553,dr.oetker
2554,dracco
2555,dragon-i
2556,dragonfly
2557,dragonpharma
2558,dragons
2559,drauda
2560,drbrowns
2561,drdolphin
2562,dreammachines
2563,dreamwave
2564,dreja
2565,dremel
2566,drfrei
2567,drgans
2568,drhedison
2569,drjart
2570,drop
2571,drsea
2572,drugoeizdatelstvo
2573,dsk
2574,dsland
2575,dsp
2576,dsppa
2577,dsquared
2578,dtedition
2579,dub
2580,ducray
2581,duir
2582,dulevskijfarfor
2583,dunavox
2584,dune
2585,dunhill
2586,dunlop
2587,dunu
2588,dunya
2589,duo
2590,durun
2591,duschy
2592,dvin
2593,dvirtex
2594,dvizenie
2595,dws
2596,dwt
2597,dxracer
2598,dyflon
2599,dymatize
2600,dynacord
2601,dynafit
2602,dynamic
2603,dynastar
2604,dyson
2605,dzhanelli
2606,e-blue
2607,e-twow
2608,ea
2609,eagle
2610,eago
2611,earson
2612,easycamp
2613,easygo
2614,easylink
2615,easywalker
2616,eaton
2617,ebath
2618,ebox
2619,ecco
2620,ecler
2621,eco
2622,ecobalance
2623,ecocool
2624,ecocraft
2625,ecoiffier
2626,ecolab
2627,ecolaboratorie
2628,ecolaboratory
2629,ecolatier
2630,ecolight
2631,ecoline
2632,ecologystone
2633,econair
2634,ecosoft
2635,ecoterm
2636,ecotex
2637,ecs
2638,edcon
2639,edelform
2640,edelman
2641,edelvejs
2642,edem
2643,eden
2644,edge
2645,edifier
2646,edon
2647,edox
2648,edu-play
2649,educa
2650,educo
2651,edufun
2652,efba
2653,effect
2654,efp
2655,efremov
2656,eger
2657,egg
2658,egger
2659,eglo
2660,egmont
2661,ego
2662,egoiste
2663,egp
2664,egreat
2665,ehome
2666,eichorn
2667,einhell
2668,ekel
2669,ekobike
2670,ekolit
2671,ekonomia
2672,ekotandyr
2673,ekpower
2674,ekskluziv
2675,eksmo
2676,elab
2677,elamina
2678,elan
2679,elanda
2680,elari
2681,elaud
2682,elbasco
2683,elco
2684,electro-voice
2685,electrolux
2686,electronicarts
2687,electronicsdeluxe
2688,elegant
2689,elegante
2690,elektrostandard
2691,element
2692,elena
2693,elenberg
2694,elf
2695,elica
2696,eliesaab
2697,elika
2698,elikor
2699,elite
2700,elitebohemia
2701,elitech
2702,elizavecca
2703,elkitorg
2704,elleci
2705,ellrona
2706,elna
2707,elp
2708,elpaza
2709,elpumps
2710,elskin
2711,elsyor
2712,eltempo
2713,eltex
2714,eltreco
2715,eltron
2716,elvin
2717,elysium
2718,emal
2719,emanuelungaro
2720,emar
2721,embawood
2722,embryolisse
2723,emco
2724,emer
2725,emil
2726,emiliopucci
2727,emily
2728,emoji
2729,empire
2730,emporioarmani
2731,ems
2732,emsa
2733,enchantimals
2734,endever
2735,eneos
2736,energenie
2737,energizer
2738,energolux
2739,energy
2740,energybody
2741,energybodysystems
2742,energysistem
2743,enermax
2744,engenius
2745,engino
2746,engy
2747,enkei
2748,enkor
2749,enlightenbrick
2750,enough
2751,envision
2752,enya
2753,eolaboratorie
2754,eos
2755,epic
2756,epicgear
2757,epiphone
2758,epnew
2759,epoch
2760,epr
2761,epson
2762,era
2763,erbis
2764,erdenet
2765,ergo
2766,ergobaby
2767,ergolux
2768,ergostand
2769,erichkrause
2770,erik
2771,erismann
2772,erisson
2773,erkaplan
2774,erlit
2775,ermila
2776,ersport
2777,esab
2778,escada
2779,escan
2780,escentricmolecules
2781,esi
2782,eskar
2783,esko
2784,esmeralda
2785,espiro
2786,esr
2787,essager
2788,esse
2789,essence
2790,esspero
2791,estap
2792,esteelauder
2793,estel
2794,estelprofessional
2795,esthetichouse
2796,estomoda
2797,estrade
2798,esun
2799,etalon
2800,etaltech
2801,etel
2802,eternalrose
2803,ethan
2804,etor
2805,etro
2806,etrusca
2807,etude
2808,etymotic
2809,eureka
2810,euroboor
2811,eurogold
2812,eurol
2813,eurolight
2814,eurolux
2815,europafurs
2816,europrint
2817,europusk
2818,euroracingwheels
2819,eurostek
2820,eurosvet
2821,eurotrading
2822,eva
2823,evamosaic
2824,eveline
2825,evelinecosmetics
2826,evenflo
2827,everest
2828,everflo
2829,everforce
2830,everlast
2831,everybot
2832,evga
2833,evgo
2834,evh
2835,eviza
2836,evo
2837,evrika
2838,evriki
2839,evrodetal
2840,ewa
2841,ewigstein
2842,ewt
2843,exclusive
2844,exide
2845,exnihilo
2846,exogini
2847,exost
2848,expoprint
2849,expression
2850,expromt
2851,exxtasy
2852,ezetil
2853,ezviz
2854,f-man
2855,f-power
2856,f-promo
2857,fa
2858,faans
2859,faber
2860,fabretti
2861,fabriano
2862,fabrikakarteks
2863,fabrikakomiksov
2864,fabrikamir
2865,fabrikaoblakov
2866,face
2867,fagor
2868,fairy
2869,fais
2870,falca
