brand,date,price
acuvue,2020-01-31,46.14
acuvue,2020-02-29,50.14
acuvue,2020-03-31,38.29
acuvue,2020-04-30,66.98
acv,2019-10-31,70.72
acv,2019-11-30,104.45
acv,2019-12-31,78.79
acv,2020-01-31,88.14
acv,2020-02-29,248.97
acv,2020-03-31,190.48
acv,2020-04-30,212.26
adagio,2019-10-31,97.81
adagio,2019-11-30,133.0
adagio,2019-12-31,237.55
adagio,2020-01-31,572.62
adagio,2020-02-29,1642.79
adagio,2020-03-31,1413.09
adagio,2020-04-30,2414.75
adal,2020-04-30,7.12
adam,2019-10-31,589.46
adam,2019-11-30,
adam,2019-12-31,
adam,2020-01-31,620.35
adam,2020-02-29,620.35
adamas,2019-12-31,846.12
adamas,2020-01-31,414.72
adamex,2019-10-31,915.34
adamex,2019-11-30,917.23
adamex,2019-12-31,1027.83
adamex,2020-01-31,973.94
adamex,2020-02-29,1142.28
adamex,2020-03-31,1544.07
adamex,2020-04-30,1708.72
adata,2019-10-31,97.22
adata,2019-11-30,115.38
adata,2019-12-31,535.25
adata,2020-01-31,297.41
adata,2020-02-29,470.22
adata,2020-03-31,400.24
adata,2020-04-30,426.88
addlink,2020-02-29,22.4
addlink,2020-03-31,
addlink,2020-04-30,5.89
adel,2020-01-31,51.3
adelline,2019-12-31,3.25
adelline,2020-01-31,4.6
adelline,2020-02-29,9.31
adelline,2020-03-31,2.09
adenandanais,2019-12-31,59.44
adidas,2019-10-31,301.73
adidas,2019-11-30,351.28
adidas,2019-12-31,343.51
adidas,2020-01-31,336.87
adidas,2020-02-29,836.91
adidas,2020-03-31,950.84
adidas,2020-04-30,7236.51
adil,2019-10-31,77.22
adil,2019-11-30,
adil,2019-12-31,1007.93
adil,2020-01-31,856.49
adil,2020-02-29,763.0
adil,2020-03-31,457.29
adil,2020-04-30,747.62
adile,2019-12-31,103.48
adile,2020-01-31,332.06
adile,2020-02-29,
adile,2020-03-31,269.76
adile,2020-04-30,223.5
adili,2019-12-31,53.52
adili,2020-01-31,
adili,2020-02-29,133.72
adili,2020-03-31,73.16
adili,2020-04-30,64.32
adking,2020-02-29,74.65
adking,2020-03-31,
adking,2020-04-30,84.94
admira,2019-10-31,345.19
admira,2019-11-30,
admira,2019-12-31,173.28
admira,2020-01-31,184.48
admira,2020-02-29,
admira,2020-03-31,203.09
adriatica,2019-10-31,214.28
adriatica,2019-11-30,454.02
adriatica,2019-12-31,442.59
adriatica,2020-01-31,433.56
adriatica,2020-02-29,521.93
adriatica,2020-03-31,278.64
adriatica,2020-04-30,427.81
aeg,2019-10-31,43.15
aeg,2019-11-30,97.61
aeg,2019-12-31,151.63
aeg,2020-01-31,148.96
aeg,2020-02-29,367.48
aeg,2020-03-31,390.39
aeg,2020-04-30,1064.12
aeolus,2020-02-29,283.92
aeolus,2020-03-31,283.92
aero,2019-10-31,426.78
aero,2019-11-30,2621.81
aero,2019-12-31,1519.93
aero,2020-01-31,602.01
aero,2020-02-29,1450.49
aero,2020-03-31,928.81
aero,2020-04-30,505.62
aerocool,2019-10-31,505.66
aerocool,2019-11-30,782.07
aerocool,2019-12-31,1375.46
aerocool,2020-01-31,1571.61
aerocool,2020-02-29,2113.73
aerocool,2020-03-31,1629.81
aerocool,2020-04-30,1528.82
aeroforce,2019-12-31,82.69
aeroforce,2020-01-31,66.15
aeroforce,2020-02-29,66.15
aeroforce,2020-03-31,71.0
aerolajf,2019-12-31,154.44
aerosystem,2019-12-31,540.53
aerosystem,2020-01-31,720.71
aerosystem,2020-02-29,643.49
aerosystem,2020-03-31,579.14
aerosystem,2020-04-30,1673.12
afnan,2019-12-31,113.46
afnan,2020-01-31,65.88
afnan,2020-02-29,94.7
afnan,2020-03-31,99.09
afnan,2020-04-30,79.94
afox,2019-10-31,121.35
afox,2019-11-30,124.11
afox,2019-12-31,114.28
afox,2020-01-31,173.51
afox,2020-02-29,323.31
afox,2020-03-31,59.92
afox,2020-04-30,87.77
ag,2019-11-30,93.95
ag,2019-12-31,
ag,2020-01-31,
ag,2020-02-29,123.04
ag,2020-03-31,93.95
ag,2020-04-30,233.49
agatharuizdelaprada,2019-11-30,83.66
agatharuizdelaprada,2019-12-31,30.23
agatharuizdelaprada,2020-01-31,40.48
age,2020-02-29,334.6
agent,2020-01-31,111.87
agent,2020-02-29,79.16
agent,2020-03-31,70.36
agness,2019-12-31,69.98
agness,2020-01-31,62.1
agness,2020-02-29,74.73
agness,2020-03-31,60.26
agness,2020-04-30,138.25
agnetha,2020-01-31,182.75
agnetha,2020-02-29,163.77
agnetha,2020-03-31,167.31
agnetha,2020-04-30,314.4
agu,2019-10-31,144.06
agu,2019-11-30,115.28
agu,2019-12-31,70.99
agu,2020-01-31,89.54
agu,2020-02-29,217.24
agu,2020-03-31,195.19
agu,2020-04-30,158.29
agv,2020-02-29,586.11
agv,2020-03-31,1172.24
aidini,2020-03-31,127.42
aiebao,2020-03-31,32.18
aiken,2019-11-30,180.29
aiken,2019-12-31,239.98
aiko,2019-12-31,233.46
aiko,2020-01-31,230.3
aiko,2020-02-29,429.61
aiko,2020-03-31,258.67
aiko,2020-04-30,199.67
aileron,2019-12-31,39.12
aileron,2020-01-31,39.12
aileron,2020-02-29,36.72
aileron,2020-03-31,34.75
aimile,2019-12-31,270.27
aimile,2020-01-31,148.44
aimile,2020-02-29,280.2
aimile,2020-03-31,193.24
aimile,2020-04-30,324.97
aimoto,2019-10-31,511.63
aimoto,2019-11-30,580.96
aimoto,2019-12-31,911.69
aimoto,2020-01-31,363.52
aimoto,2020-02-29,404.47
aimoto,2020-03-31,366.67
aimoto,2020-04-30,193.26
air-cool,2019-10-31,12.3
air-cool,2019-11-30,12.82
air-cool,2019-12-31,17.86
air-cool,2020-01-31,15.68
air-cool,2020-02-29,21.44
air-cool,2020-03-31,32.15
air-cool,2020-04-30,19.2
airjordan,2019-12-31,275.95
airjordan,2020-01-31,308.01
airline,2019-10-31,20.76
airline,2019-11-30,31.97
airline,2019-12-31,45.6
airline,2020-01-31,51.02
airline,2020-02-29,115.93
airline,2020-03-31,75.47
airline,2020-04-30,96.0
airmax,2020-04-30,13.91
airrower,2019-12-31,430.61
airrower,2020-01-31,526.04
airwheel,2019-12-31,656.87
airwheel,2020-01-31,376.9
airwheel,2020-02-29,281.84
airwheel,2020-03-31,281.14
airwheel,2020-04-30,434.01
aist,2019-12-31,210.44
aist,2020-01-31,60.49
aist,2020-02-29,
aist,2020-03-31,468.62
aist,2020-04-30,942.62
ajris-press,2020-04-30,1.05
akai,2019-10-31,232.48
akai,2019-11-30,230.95
akai,2019-12-31,134.77
akai,2020-01-31,157.29
akai,2020-02-29,234.94
akai,2020-03-31,390.3
akai,2020-04-30,355.29
akel,2019-10-31,69.5
akel,2019-11-30,69.5
akel,2019-12-31,60.36
akg,2019-10-31,229.6
akg,2019-11-30,371.5
akg,2019-12-31,303.86
akg,2020-01-31,418.1
akg,2020-02-29,185.92
akg,2020-03-31,463.91
akg,2020-04-30,390.56
akkord,2020-01-31,298.26
akkord,2020-02-29,298.26
akku,2020-01-31,5.07
akom,2019-12-31,744.4
akom,2020-01-31,424.35
akom,2020-02-29,567.22
akom,2020-03-31,603.28
akom,2020-04-30,300.81
akpo,2019-10-31,219.12
akpo,2019-11-30,386.49
akpo,2019-12-31,303.77
akpo,2020-01-31,216.6
akpo,2020-02-29,234.35
akpo,2020-03-31,327.21
akpo,2020-04-30,178.25
akro,2019-11-30,72.85
aksion,2019-11-30,74.65
aksion,2019-12-31,67.83
aksion,2020-01-31,61.61
akva,2019-12-31,350.23
akva,2020-01-31,388.65
akvafor,2019-12-31,506.88
akvafor,2020-01-31,199.7
akvaton,2019-11-30,921.83
akvaton,2019-12-31,158.24
akvaton,2020-01-31,205.76
al-ko,2019-10-31,152.59
al-ko,2019-11-30,
al-ko,2019-12-31,
al-ko,2020-01-31,
al-ko,2020-02-29,
al-ko,2020-03-31,113.23
al-ko,2020-04-30,155.05
alaia,2019-12-31,57.92
alaia,2020-01-31,
alaia,2020-02-29,
alaia,2020-03-31,82.11
alaia,2020-04-30,86.22
alantex,2020-03-31,1.81
alaskaoriginale,2019-11-30,21.88
alavann,2019-12-31,108.11
alavann,2020-01-31,
alavann,2020-02-29,
alavann,2020-03-31,105.96
alba,2020-02-29,25.48
albertocasiano,2019-12-31,142.21
albertocasiano,2020-01-31,167.74
alborz,2020-01-31,208.34
alborz,2020-02-29,247.82
alborz,2020-03-31,270.5
alborz,2020-04-30,188.14
alca,2019-10-31,38.61
alca,2019-11-30,47.62
alca,2019-12-31,56.31
alca,2020-01-31,60.07
alca,2020-02-29,67.25
alca,2020-03-31,86.24
alcasta,2019-12-31,249.68
alcasta,2020-01-31,249.68
alcasta,2020-02-29,
alcasta,2020-03-31,253.29
alcon,2019-12-31,29.15
alcon,2020-01-31,41.07
alcon,2020-02-29,59.31
alcon,2020-03-31,26.22
alcon,2020-04-30,26.41
alctron,2019-11-30,222.44
alctron,2019-12-31,102.96
alctron,2020-01-31,185.53
alctron,2020-02-29,123.56
alctron,2020-03-31,141.79
alecord,2020-03-31,288.55
alerana,2019-12-31,9.06
alerana,2020-01-31,12.78
alerana,2020-02-29,14.42
alerana,2020-03-31,14.0
alerana,2020-04-30,25.61
alesis,2019-10-31,575.27
alesis,2019-11-30,438.11
alesis,2019-12-31,1020.95
alesis,2020-01-31,568.55
alesis,2020-02-29,898.02
alesis,2020-03-31,1447.05
alesis,2020-04-30,633.4
alessandrobosso,2020-01-31,2674.03
alexandre.j,2019-12-31,120.02
alexandre.j,2020-01-31,
alexandre.j,2020-02-29,
alexandre.j,2020-03-31,96.26
alexika,2019-12-31,288.66
alexika,2020-01-31,159.33
alfa,2020-02-29,49.62
alfreddunhill,2019-12-31,75.58
alfreddunhill,2020-01-31,143.43
algotherm,2019-12-31,75.94
algotherm,2020-01-31,179.15
algotherm,2020-02-29,117.38
algotherm,2020-03-31,135.11
algotherm,2020-04-30,173.8
alienware,2020-02-29,797.44
alilo,2019-10-31,86.14
alilo,2019-11-30,67.35
alilo,2019-12-31,76.55
alilo,2020-01-31,53.12
alilo,2020-02-29,57.66
alilo,2020-03-31,111.83
alilo,2020-04-30,76.99
alinapaint,2020-01-31,33.21
alinex,2020-01-31,4.78
alis,2019-10-31,395.13
alis,2019-11-30,545.5
alis,2019-12-31,436.96
alis,2020-01-31,495.82
alis,2020-02-29,773.72
alis,2020-03-31,1251.12
alis,2020-04-30,1733.24
alkor,2019-12-31,6005.39
alkor,2020-01-31,5459.11
alkor,2020-02-29,270.82
alligator,2019-10-31,53.03
alligator,2019-11-30,52.65
alligator,2019-12-31,48.26
alligator,2020-01-31,57.92
alligator,2020-02-29,77.22
allvega,2020-03-31,111.96
allvega,2020-04-30,140.77
almacom,2019-10-31,958.98
almacom,2019-11-30,1886.95
almacom,2019-12-31,2688.05
almacom,2020-01-31,1370.4
almacom,2020-02-29,2742.9
almacom,2020-03-31,5668.07
almacom,2020-04-30,10640.57
almada,2019-12-31,531.25
almada,2020-01-31,193.7
almada,2020-02-29,616.76
almatv,2020-01-31,388.07
alphaline,2019-12-31,78.25
alphaline,2020-01-31,93.1
alphaline,2020-02-29,133.22
alphaline,2020-03-31,72.07
alphaline,2020-04-30,93.52
alphard,2019-10-31,476.0
alphard,2019-11-30,369.19
alphard,2019-12-31,559.09
alphard,2020-01-31,491.72
alphard,2020-02-29,517.07
alphard,2020-03-31,690.53
alphard,2020-04-30,484.23
alpicool,2019-10-31,668.78
alpicool,2019-11-30,668.34
alpicool,2019-12-31,667.66
alpicool,2020-01-31,
alpicool,2020-02-29,665.04
alpika,2020-02-29,137.33
alpika,2020-03-31,158.31
alpika,2020-04-30,158.31
alpina,2019-10-31,235.41
alpina,2019-11-30,376.57
alpina,2019-12-31,330.12
alpina,2020-01-31,324.59
alpina,2020-02-29,312.85
alpina,2020-03-31,148.99
alpina,2020-04-30,108.37
alpinapabliser,2019-12-31,14.42
alpinapabliser,2020-01-31,17.93
alpine,2019-10-31,2021.44
alpine,2019-11-30,1321.75
alpine,2019-12-31,1168.16
alpine,2020-01-31,1582.64
alpine,2020-02-29,1820.39
alpine,2020-03-31,1915.14
alpine,2020-04-30,1508.1
alser,2019-10-31,566.04
alser,2019-11-30,2320.98
alser,2019-12-31,821.68
alser,2020-01-31,589.85
alser,2020-02-29,907.33
alser,2020-03-31,978.75
alser,2020-04-30,1259.36
altacto,2019-11-30,4.65
altacto,2019-12-31,4.65
altacto,2020-01-31,
altacto,2020-02-29,43.74
altacto,2020-03-31,9.28
altacto,2020-04-30,18.38
altair,2019-10-31,173.74
altair,2019-11-30,177.61
altair,2019-12-31,199.49
altair,2020-01-31,250.72
altair,2020-02-29,444.61
altair,2020-03-31,554.84
altair,2020-04-30,716.27
alteco,2019-10-31,690.71
alteco,2019-11-30,961.08
alteco,2019-12-31,1694.0
alteco,2020-01-31,1175.38
alteco,2020-02-29,3180.6
alteco,2020-03-31,3864.03
alteco,2020-04-30,4643.83
altel,2020-03-31,1027.29
altel,2020-04-30,2094.2
alterna,2019-12-31,153.59
alterna,2020-01-31,249.04
alterna,2020-02-29,82.18
alterna,2020-03-31,
alterna,2020-04-30,9.01
altex,2020-02-29,84.51
alumet,2019-12-31,53.28
alumet,2020-01-31,192.8
alvarez,2020-02-29,231.67
alvarez,2020-03-31,239.39
alveus,2020-02-29,51.46
alveus,2020-03-31,66.26
alveus,2020-04-30,59.18
alvitek,2019-10-31,78.27
alvitek,2019-11-30,118.16
alvitek,2019-12-31,106.38
alvitek,2020-01-31,76.56
alvo,2020-01-31,2457.14
alvo,2020-02-29,5200.89
alvo,2020-03-31,2308.92
alvo,2020-04-30,2983.03
am-pm,2020-04-30,87.9
am.pm,2019-11-30,343.12
am.pm,2019-12-31,139.74
am.pm,2020-01-31,
am.pm,2020-02-29,
am.pm,2020-03-31,246.5
am.pm,2020-04-30,94.22
amalbooks,2019-12-31,10.45
amalbooks,2020-01-31,11.37
amalbooks,2020-02-29,17.42
amalbooks,2020-03-31,15.4
amalbooks,2020-04-30,11.11
amarobaby,2020-02-29,18.02
amarobaby,2020-03-31,32.18
amatis,2019-12-31,173.69
amatis,2020-01-31,675.71
amatis,2020-02-29,218.8
amatis,2020-03-31,219.24
amatis,2020-04-30,421.6
amazfit,2019-12-31,5263.06
amazfit,2020-01-31,2629.89
amazfit,2020-02-29,3814.51
amazfit,2020-03-31,2541.06
amazfit,2020-04-30,1583.08
amazon,2019-10-31,247.56
amazon,2019-11-30,1419.42
amazon,2019-12-31,380.68
amazon,2020-01-31,312.65
amazon,2020-02-29,547.85
amazon,2020-03-31,591.94
amazon,2020-04-30,273.59
ambition,2019-12-31,13.73
ambition,2020-01-31,23.89
amd,2019-10-31,575.26
amd,2019-11-30,1597.6
amd,2019-12-31,2009.9
amd,2020-01-31,2012.28
amd,2020-02-29,3161.16
amd,2020-03-31,2388.35
amd,2020-04-30,1952.97
amefa,2019-12-31,85.56
amefa,2020-01-31,96.34
amefa,2020-02-29,53.57
amefa,2020-03-31,44.7
amefa,2020-04-30,6.82
amega,2020-03-31,108.11
amen,2019-11-30,96.14
amen,2019-12-31,78.71
amen,2020-01-31,64.13
amen,2020-02-29,83.65
amen,2020-03-31,31.38
amen,2020-04-30,30.81
americanmotionfitness,2020-01-31,649.9
amico,2020-04-30,5.41
amistar,2019-12-31,200.78
amistar,2020-01-31,100.39
amos,2020-02-29,59.46
amos,2020-03-31,59.46
amouage,2019-12-31,351.25
amouage,2020-01-31,375.29
amouage,2020-02-29,676.44
amouage,2020-03-31,613.92
amouage,2020-04-30,439.52
amra,2020-04-30,0.86
ams,2019-10-31,467.5
ams,2019-11-30,693.24
ams,2019-12-31,927.72
ams,2020-01-31,866.12
ams,2020-02-29,1386.72
ams,2020-03-31,1866.37
ams,2020-04-30,2420.7
amsterdam,2020-03-31,6.05
amsterdam,2020-04-30,19.58
anahickmann,2019-12-31,144.32
anatomico,2020-01-31,171.11
anatomico,2020-02-29,75.29
anatomico,2020-03-31,150.58
andeks,2019-12-31,310.3
andeks,2020-01-31,224.28
andrea,2019-12-31,163.29
andrea,2020-01-31,134.42
andrewfuchs,2020-01-31,208.5
anemone,2020-03-31,479.75
anemone,2020-04-30,647.39
anesi,2020-04-30,42.33
anex,2019-10-31,1192.67
anex,2019-11-30,915.58
anex,2019-12-31,1973.41
anex,2020-01-31,720.82
anex,2020-02-29,1011.82
anex,2020-03-31,2332.63
anex,2020-04-30,1485.99
angel,2020-02-29,9.65
angel,2020-03-31,13.26
angelteam,2020-04-30,16.28
annaanna,2019-10-31,35.9
annaanna,2019-11-30,52.22
annaanna,2019-12-31,80.16
annaanna,2020-01-31,80.28
annaite,2019-12-31,38.35
annaite,2020-01-31,37.32
annalafarg,2020-01-31,547.43
annchery,2019-12-31,172.46
annchery,2020-01-31,215.6
annovireverberi,2019-12-31,117.37
annovireverberi,2020-01-31,117.37
anon,2019-10-31,107.65
anon,2019-11-30,191.2
anon,2019-12-31,462.57
anreks,2019-11-30,128.68
anreks,2019-12-31,95.18
anreks,2020-01-31,136.35
anskin,2019-12-31,5.79
ansmann,2019-10-31,14.56
ansmann,2019-11-30,17.74
ansmann,2019-12-31,20.17
ansmann,2020-01-31,30.86
ansmann,2020-02-29,40.49
ansmann,2020-03-31,26.18
ansmann,2020-04-30,19.11
ant,2019-12-31,252.26
ant,2020-01-31,252.26
ant,2020-02-29,558.22
ant,2020-03-31,254.58
anta,2019-10-31,135.1
anta,2019-11-30,232.9
anta,2019-12-31,223.07
anta,2020-01-31,207.5
anta,2020-02-29,256.48
anta,2020-03-31,198.51
anta,2020-04-30,202.02
antec,2020-03-31,161.45
antec,2020-04-30,252.64
antel,2019-12-31,127.4
antel,2020-01-31,95.92
antika,2019-10-31,86.12
antika,2019-11-30,173.96
antika,2019-12-31,88.03
antika,2020-01-31,132.05
antika,2020-02-29,84.68
antika,2020-03-31,87.19
antika,2020-04-30,76.81
antoniolavazza,2020-01-31,208.5
anytek,2019-10-31,199.8
anytek,2019-11-30,358.91
anytek,2019-12-31,246.53
anytek,2020-01-31,250.74
anytek,2020-02-29,168.66
anytek,2020-03-31,183.52
anytek,2020-04-30,182.46
aoc,2019-10-31,561.29
aoc,2019-11-30,941.82
aoc,2019-12-31,1281.07
aoc,2020-01-31,1043.51
aoc,2020-02-29,863.28
aoc,2020-03-31,543.76
aoc,2020-04-30,707.44
aoki,2019-10-31,138.97
aoki,2019-11-30,
aoki,2019-12-31,154.42
aolais,2019-12-31,33.46
aolais,2020-01-31,100.38
aolais,2020-02-29,
aolais,2020-03-31,40.15
aopen,2020-02-29,217.51
aopen,2020-03-31,435.02
aopen,2020-04-30,231.41
aorus,2019-10-31,725.86
aorus,2019-11-30,725.86
aorus,2019-12-31,1451.72
aorus,2020-01-31,724.25
aorus,2020-02-29,1263.17
aorus,2020-03-31,739.41
aoteli,2019-12-31,61.69
apacer,2019-10-31,96.95
apacer,2019-11-30,267.75
apacer,2019-12-31,980.09
apacer,2020-01-31,692.32
apacer,2020-02-29,952.01
apacer,2020-03-31,664.87
apacer,2020-04-30,469.81
apache,2019-12-31,282.54
apache,2020-01-31,179.5
apache,2020-02-29,768.49
apache,2020-03-31,610.57
apache,2020-04-30,403.62
apart,2020-01-31,76.26
apart,2020-02-29,73.19
apex,2020-01-31,23.91
apex,2020-02-29,47.21
apex,2020-03-31,33.16
apex,2020-04-30,81.12
apollo,2019-10-31,21.34
apollo,2019-11-30,17.7
apollo,2019-12-31,40.28
apollo,2020-01-31,45.42
apollo,2020-02-29,58.91
apollo,2020-03-31,87.44
apollo,2020-04-30,132.77
apple,2019-10-31,3586768.46
apple,2019-11-30,4396224.02
apple,2019-12-31,5077308.67
apple,2020-01-31,4194804.79
apple,2020-02-29,6612260.95
apple,2020-03-31,4558559.35
apple,2020-04-30,2476268.91
applegate,2020-04-30,411.08
appollo,2019-12-31,127.76
appollo,2020-01-31,93.66
appollo,2020-02-29,221.38
appollo,2020-03-31,48.98
appollo,2020-04-30,58.4
apriori,2019-12-31,1061.49
apriori,2020-01-31,849.19
aps,2020-01-31,28.19
aps,2020-02-29,28.19
aps,2020-03-31,28.19
aqua,2019-10-31,204.41
aqua,2019-11-30,258.86
aqua,2019-12-31,281.6
aqua,2020-01-31,161.74
aqua,2020-02-29,190.88
aqua,2020-03-31,100.21
aqua,2020-04-30,252.66
aquael,2020-03-31,82.37
aquael,2020-04-30,149.1
aquafresh,2020-04-30,1.41
aquafruit,2020-04-30,1.54
aqualife,2019-11-30,98.29
aquamarine,2019-12-31,44.15
aquamarine,2020-01-31,59.63
aquamarine,2020-02-29,111.5
aquamarine,2020-03-31,76.06
aquamarine,2020-04-30,44.62
aquanet,2020-01-31,225.49
aquanet,2020-02-29,207.73
aquanet,2020-03-31,427.11
aquanet,2020-04-30,554.11
aquapick,2019-12-31,158.19
aquapick,2020-01-31,104.83
aquapick,2020-02-29,173.66
aquapick,2020-03-31,122.04
aquapick,2020-04-30,174.14
aquarodos,2020-04-30,645.65
aquatic,2019-11-30,27.54
aquatic,2019-12-31,10.68
aquatic,2020-01-31,
aquatic,2020-02-29,
aquatic,2020-03-31,7.59
aquaverso,2020-04-30,236.56
aquilon,2020-01-31,338.01
aqwella,2020-03-31,360.37
ara,2019-10-31,145.43
ara,2019-11-30,249.31
ara,2019-12-31,70.79
ara,2020-01-31,
ara,2020-02-29,145.43
ara,2020-03-31,
ara,2020-04-30,160.36
arai,2020-02-29,1235.56
arai,2020-03-31,370.67
arai,2020-04-30,405.42
araton,2020-02-29,108.94
araton,2020-03-31,64.32
araton,2020-04-30,69.73
arb,2020-03-31,876.24
arb,2020-04-30,1268.19
arcancil,2020-04-30,5.15
arcancilparis,2019-12-31,9.7
arco,2020-03-31,23.19
arco,2020-04-30,103.28
arcodoro,2019-12-31,32.81
arcodoro,2020-01-31,47.46
arcodoro,2020-02-29,125.9
arcodoro,2020-03-31,63.72
arcodoro,2020-04-30,52.08
ardahali,2019-12-31,438.42
ardahali,2020-01-31,255.28
ardell,2019-12-31,10.67
ardell,2020-01-31,
ardell,2020-02-29,21.34
ardell,2020-03-31,
ardell,2020-04-30,7.58
ardesto,2019-12-31,58.74
ardesto,2020-01-31,29.83
ardesto,2020-02-29,
ardesto,2020-03-31,29.83
arena,2019-12-31,46.08
arena,2020-01-31,46.08
arena,2020-02-29,94.21
arg,2019-10-31,3434.63
arg,2019-11-30,8936.47
arg,2019-12-31,12205.94
arg,2020-01-31,10518.96
arg,2020-02-29,23771.57
arg,2020-03-31,18169.35
arg,2020-04-30,27431.78
aria,2019-10-31,193.69
aria,2019-11-30,306.46
aria,2019-12-31,328.42
aria,2020-01-31,295.32
aria,2020-02-29,296.71
aria,2020-03-31,535.09
aria,2020-04-30,325.01
ariel,2020-03-31,31.46
ariel,2020-04-30,28.35
ariete,2019-10-31,513.31
ariete,2019-11-30,641.63
ariete,2019-12-31,126.89
ariete,2020-01-31,
ariete,2020-02-29,35.52
ariete,2020-03-31,62.01
ariston,2019-10-31,5843.88
ariston,2019-11-30,7989.75
ariston,2019-12-31,5620.87
ariston,2020-01-31,3970.25
ariston,2020-02-29,5269.68
ariston,2020-03-31,5946.56
ariston,2020-04-30,15654.18
ark,2020-04-30,23.68
arkade,2020-04-30,87.52
arktika,2019-12-31,57.25
arktika,2020-01-31,75.1
arktika,2020-02-29,112.44
arktika,2020-03-31,
arktika,2020-04-30,56.22
arlem,2020-02-29,7.72
arlem,2020-03-31,6.44
arlem,2020-04-30,19.31
armaf,2020-02-29,25.23
armaf,2020-03-31,31.86
armandbasi,2019-12-31,30.68
armani,2019-10-31,1010.34
armani,2019-11-30,1618.35
armani,2019-12-31,1820.39
armani,2020-01-31,601.54
armani,2020-02-29,1264.81
armani,2020-03-31,1077.71
armani,2020-04-30,666.97
armateh,2020-04-30,33.98
arms,2020-01-31,292.5
arms,2020-02-29,278.95
arnica,2019-10-31,1745.98
arnica,2019-11-30,1346.71
arnica,2019-12-31,2672.99
arnica,2020-01-31,2638.84
arnica,2020-02-29,2111.55
arnica,2020-03-31,1824.4
arnica,2020-04-30,2259.98
arno,2020-02-29,594.13
arsi,2019-12-31,61.98
arsi,2020-01-31,81.81
arsi,2020-02-29,101.94
arsi,2020-03-31,103.82
arsi,2020-04-30,84.35
arstisa,2019-12-31,128.68
art-visage,2019-12-31,5.18
art-visage,2020-01-31,7.46
art-visage,2020-02-29,5.62
art-visage,2020-03-31,10.16
art-visage,2020-04-30,12.32
artberry,2020-03-31,8.92
artberry,2020-04-30,4.76
artel,2019-10-31,26058.05
artel,2019-11-30,45855.71
artel,2019-12-31,53544.2
artel,2020-01-31,34803.87
artel,2020-02-29,37573.72
artel,2020-03-31,30737.65
