"sess_ctry","sess_loc","datum","sug_platform","session_duration","pages_per_sess","jump_offs","sess_cart_add","sess_co","sess_co_done","sessions","land_pg","country","state","county","name","lat","lng"
Czechia,Beroun,"2024-11-01",whiskybase,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/products/concept-no-1-0-7l,CZ,Central Bohemia,"",Beroun,49.96382,14.072
Canada,Montreal,"2024-11-01",direct,0.0,1.0,2,0,0,0,2,https://www.whiskyquartier.de/,,,,,,
United Kingdom,London,"2024-11-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/collections/highlands,US,California,Tulare County,London,36.47606,-119.44318
United Kingdom,London,"2024-11-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/collections/highlands,US,Ohio,Madison County,London,39.88645,-83.44825
United Kingdom,London,"2024-11-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/collections/highlands,US,Kentucky,Laurel County,London,37.12898,-84.08326
United Kingdom,London,"2024-11-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/collections/highlands,US,Arkansas,Pope County,London,35.32897,-93.25296
United Kingdom,London,"2024-11-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/collections/highlands,GB,England,"",London,51.50853,-0.12574
United Kingdom,London,"2024-11-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/collections/highlands,CA,Ontario,London,London,42.98339,-81.23304
India,"","2024-11-01",alphabet,63.666668,3.0,1,1,1,0,3,https://www.whiskyquartier.de/,IT,Piemont,Torino,"",44.93645,7.54015
The Netherlands,"","2024-11-01",whiskybase,10.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/classic-cut-2020-0-7l,IT,Piemont,Torino,"",44.93645,7.54015
The Netherlands,Amsterdam,"2024-11-01",whiskybase,65.5,2.5,1,1,1,0,2,https://www.whiskyquartier.de/products/triple-wood-0-7l?_pos=1&_s,US,New York,Montgomery County,Amsterdam,42.93869,-74.18819
The Netherlands,Amsterdam,"2024-11-01",whiskybase,65.5,2.5,1,1,1,0,2,https://www.whiskyquartier.de/products/triple-wood-0-7l?_pos=1&_s,NL,North Holland,"",Amsterdam,52.37403,4.88969
Croatia,Sisak,"2024-11-01",meta,50.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,HR,"",Sisak-Moslavina County,Sisak,45.46611,16.37833
Spain,Narón,"2024-11-01",meta,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,ES,Galicia,Ferrol,Narón,43.50175,-8.19082
Ireland,Clonee,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0CMTEAAR39FwnEJ,,,,,,
United Kingdom,Manchester,"2024-11-01",direct,7.0,1.5,1,0,0,0,2,https://www.whiskyquartier.de/,US,Washington,Kitsap County,Manchester,47.55566,-122.54507
United Kingdom,Manchester,"2024-11-01",direct,7.0,1.5,1,0,0,0,2,https://www.whiskyquartier.de/,US,Wisconsin,Green Lake County,Manchester,43.69054,-89.04845
United Kingdom,Manchester,"2024-11-01",direct,7.0,1.5,1,0,0,0,2,https://www.whiskyquartier.de/,US,Pennsylvania,York County,Manchester,40.06315,-76.7183
United Kingdom,Manchester,"2024-11-01",direct,7.0,1.5,1,0,0,0,2,https://www.whiskyquartier.de/,US,Ohio,Summit County,Manchester,40.937,-81.56929
United Kingdom,Manchester,"2024-11-01",direct,7.0,1.5,1,0,0,0,2,https://www.whiskyquartier.de/,US,New York,Ontario County,Manchester,42.96979,-77.23026
United Kingdom,Manchester,"2024-11-01",direct,7.0,1.5,1,0,0,0,2,https://www.whiskyquartier.de/,US,New Hampshire,Hillsborough County,Manchester,42.99564,-71.45479
United Kingdom,Manchester,"2024-11-01",direct,7.0,1.5,1,0,0,0,2,https://www.whiskyquartier.de/,US,Michigan,Washtenaw County,Manchester,42.15032,-84.03772
United Kingdom,Manchester,"2024-11-01",direct,7.0,1.5,1,0,0,0,2,https://www.whiskyquartier.de/,US,Maine,Kennebec County,Manchester,44.32451,-69.86033
United Kingdom,Manchester,"2024-11-01",direct,7.0,1.5,1,0,0,0,2,https://www.whiskyquartier.de/,US,Iowa,Delaware County,Manchester,42.48415,-91.45543
United Kingdom,Manchester,"2024-11-01",direct,7.0,1.5,1,0,0,0,2,https://www.whiskyquartier.de/,US,Connecticut,Hartford County,Manchester,41.77593,-72.52148
United Kingdom,Manchester,"2024-11-01",direct,7.0,1.5,1,0,0,0,2,https://www.whiskyquartier.de/,US,Tennessee,Coffee County,Manchester,35.48174,-86.0886
United Kingdom,Manchester,"2024-11-01",direct,7.0,1.5,1,0,0,0,2,https://www.whiskyquartier.de/,US,Ohio,Adams County,Manchester,38.68813,-83.60936
United Kingdom,Manchester,"2024-11-01",direct,7.0,1.5,1,0,0,0,2,https://www.whiskyquartier.de/,US,Missouri,Saint Louis County,Manchester,38.597,-90.50929
United Kingdom,Manchester,"2024-11-01",direct,7.0,1.5,1,0,0,0,2,https://www.whiskyquartier.de/,US,Maryland,Carroll County,Manchester,39.66121,-76.88498
United Kingdom,Manchester,"2024-11-01",direct,7.0,1.5,1,0,0,0,2,https://www.whiskyquartier.de/,US,Kentucky,Clay County,Manchester,37.1537,-83.76186
United Kingdom,Manchester,"2024-11-01",direct,7.0,1.5,1,0,0,0,2,https://www.whiskyquartier.de/,US,Georgia,Meriwether County,Manchester,32.85985,-84.61993
United Kingdom,Manchester,"2024-11-01",direct,7.0,1.5,1,0,0,0,2,https://www.whiskyquartier.de/,GB,England,Greater Manchester,Manchester,53.48095,-2.23743
India,Bengaluru,"2024-11-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/,IN,Karnataka,Bangalore North,Bengaluru,12.97194,77.59369
The Netherlands,Purmerend,"2024-11-01",direct,0.0,1.0,2,0,0,0,2,https://www.whiskyquartier.de/products/a-night-on-earth-scotland-,NL,North Holland,"",Purmerend,52.505,4.95972
Finland,Helsinki,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,FI,"",Uusimaa,Helsinki,60.16952,24.93545
United Kingdom,London,"2024-11-01",whiskystats,15.0,1.0,0,1,0,0,1,https://www.whiskyquartier.de/products/triple-wood-0-7l?_pos=1&_s,US,California,Tulare County,London,36.47606,-119.44318
United Kingdom,London,"2024-11-01",whiskystats,15.0,1.0,0,1,0,0,1,https://www.whiskyquartier.de/products/triple-wood-0-7l?_pos=1&_s,US,Ohio,Madison County,London,39.88645,-83.44825
United Kingdom,London,"2024-11-01",whiskystats,15.0,1.0,0,1,0,0,1,https://www.whiskyquartier.de/products/triple-wood-0-7l?_pos=1&_s,US,Kentucky,Laurel County,London,37.12898,-84.08326
United Kingdom,London,"2024-11-01",whiskystats,15.0,1.0,0,1,0,0,1,https://www.whiskyquartier.de/products/triple-wood-0-7l?_pos=1&_s,US,Arkansas,Pope County,London,35.32897,-93.25296
United Kingdom,London,"2024-11-01",whiskystats,15.0,1.0,0,1,0,0,1,https://www.whiskyquartier.de/products/triple-wood-0-7l?_pos=1&_s,GB,England,"",London,51.50853,-0.12574
United Kingdom,London,"2024-11-01",whiskystats,15.0,1.0,0,1,0,0,1,https://www.whiskyquartier.de/products/triple-wood-0-7l?_pos=1&_s,CA,Ontario,London,London,42.98339,-81.23304
Finland,Helsinki,"2024-11-01",meta,61.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,FI,"",Uusimaa,Helsinki,60.16952,24.93545
Vietnam,Biên Hòa,"2024-11-01",meta,104.0,3.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,VN,Dong Nai Province,"",Biên Hòa,10.94469,106.82432
Finland,Helsinki,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,FI,"",Uusimaa,Helsinki,60.16952,24.93545
Portugal,Casal Comba,"2024-11-01",meta,11.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGD,,,,,,
Afghanistan,Kabul,"2024-11-01",alphabet,0.0,1.0,3,0,0,0,3,https://www.whiskyquartier.de/products/laddie-origins-feis-ile-20,AF,Kabul Province,Kabul,Kabul,34.52813,69.17233
Sweden,Luleå,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0CMTEAAR21tfjKT,SE,"",Norrbotten County,Luleå,65.58415,22.15465
Portugal,Lisbon,"2024-11-01",direct,1195.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/,US,Ohio,Columbiana County,Lisbon,40.772,-80.76813
Portugal,Lisbon,"2024-11-01",direct,1195.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/,US,North Dakota,Ransom County,Lisbon,46.44163,-97.68121
Portugal,Lisbon,"2024-11-01",direct,1195.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/,US,Maine,Androscoggin County,Lisbon,44.03146,-70.1045
Portugal,Lisbon,"2024-11-01",direct,1195.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/,US,Iowa,Linn County,Lisbon,41.92112,-91.38545
Portugal,Lisbon,"2024-11-01",direct,1195.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/,US,Connecticut,New London County,Lisbon,41.60399,-72.01174
Portugal,Lisbon,"2024-11-01",direct,1195.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/,US,Ohio,Clark County,Lisbon,39.86089,-83.6352
Portugal,Lisbon,"2024-11-01",direct,1195.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/,PT,"",Lisbon,Lisbon,38.71667,-9.13333
Poland,"","2024-11-01",whiskybase,7.0,1.0,0,1,0,0,1,https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l,IT,Piemont,Torino,"",44.93645,7.54015
Czechia,Beroun,"2024-11-01",whiskybase,0.0,1.0,2,0,0,0,2,https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l,CZ,Central Bohemia,"",Beroun,49.96382,14.072
Austria,Vienna,"2024-11-01",whiskybase,6.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l,US,West Virginia,Wood County,Vienna,39.32702,-81.54846
Austria,Vienna,"2024-11-01",whiskybase,6.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l,US,Virginia,Fairfax County,Vienna,38.90122,-77.26526
Austria,Vienna,"2024-11-01",whiskybase,6.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l,US,Missouri,Maries County,Vienna,38.18671,-91.94711
Austria,Vienna,"2024-11-01",whiskybase,6.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l,US,Illinois,Johnson County,Vienna,37.41533,-88.89784
Austria,Vienna,"2024-11-01",whiskybase,6.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l,US,Georgia,Dooly County,Vienna,32.09156,-83.79545
Austria,Vienna,"2024-11-01",whiskybase,6.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l,AT,"","",Vienna,48.20849,16.37208
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,PY,Misiones,"",Santiago,-27.1431,-56.76803
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,PH,Davao Oriental,"",Santiago,7.28889,126.57333
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,PH,Cebu,"",Santiago,10.5897,124.3066
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,PH,Iloilo,Barotac Viejo,Santiago,11.05806,122.91167
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,PH,Laguna,"",Santiago,14.0211,121.2792
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,PH,Pampanga,"",Santiago,14.90371,120.51134
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,PH,Isabela,"",Santiago,16.68808,121.5487
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,PH,Ilocos Sur,"",Santiago,17.2939,120.4449
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,PE,Cusco,"",Santiago,-13.52728,-71.9843
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,PE,Ica,"",Santiago,-14.18469,-75.71124
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,MX,Puebla,Xiutetelco,Santiago,19.81194,-97.32361
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,MX,Aguascalientes,Pabellón de Arteaga,Santiago,22.11948,-102.33769
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,MX,Zacatecas,Pinos,Santiago,22.45477,-101.45898
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,MX,Nuevo León,Santiago,Santiago,25.42533,-100.15205
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,MX,Veracruz,Ixmatlahuacan,Santiago,18.44884,-95.83037
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,MX,Veracruz,Atzalan,Santiago,19.91714,-97.154
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,EC,Bolívar,San Miguel,Santiago,-1.69968,-78.99985
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,EC,Loja,Loja,Santiago,-3.7938,-79.28192
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,CR,"",Cantón Puriscal,Santiago,9.84636,-84.31428
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,CR,"",Cantón Palmares,Santiago,10.02275,-84.4442
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,CO,Putumayo,"",Santiago,1.14844,-77.0045
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,CO,Norte de Santander,"",Santiago,7.86432,-72.7162
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,CL,Santiago Metropolitan Region,Provincia de Santiago,Santiago,-33.45694,-70.64827
Chile,Santiago,"2024-11-01",whiskybase,21.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0,BR,Rio Grande do Sul,"",Santiago,-29.19167,-54.86722
The Netherlands,Spijkenisse,"2024-11-01",whiskybase,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/products/macallan-harmony-collectio,NL,South Holland,"",Spijkenisse,51.845,4.32917
The Netherlands,Purmerend,"2024-11-01",direct,123.666664,1.3333334,2,0,0,0,3,https://www.whiskyquartier.de/products/macallan-classic-cut-2023,NL,North Holland,"",Purmerend,52.505,4.95972
Bulgaria,Sofia,"2024-12-01",whiskybase,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l,BG,"",Sofia-City,Sofia,42.69751,23.32415
Armenia,"","2024-12-01",alphabet,0.0,1.0,4,0,0,0,4,https://www.whiskyquartier.de/products/classic-cut-2020-0-7l,IT,Piemont,Torino,"",44.93645,7.54015
Austria,Salzburg,"2024-12-01",alphabet,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/products/edition-no-6-0-7l?srsltid=,AT,Salzburg,"",Salzburg,47.79941,13.04399
Ireland,Clonee,"2024-12-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/collections/asien?fbclid=IwZXh0bgNh,,,,,,
Bahamas,Nassau,"2024-12-01",alphabet,0.0,1.0,3,0,0,0,3,https://www.whiskyquartier.de/products/18y-sherry-oak-2022-0-7l,US,New York,Rensselaer County,Nassau,42.51591,-73.61012
Bahamas,Nassau,"2024-12-01",alphabet,0.0,1.0,3,0,0,0,3,https://www.whiskyquartier.de/products/18y-sherry-oak-2022-0-7l,DE,Rhineland-Palatinate,Rhein-Lahn-Kreis,Nassau,50.31453,7.80025
Bahamas,Nassau,"2024-12-01",alphabet,0.0,1.0,3,0,0,0,3,https://www.whiskyquartier.de/products/18y-sherry-oak-2022-0-7l,BS,"","",Nassau,25.05823,-77.34306
Ireland,Dublin,"2024-12-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/policies/privacy-policy,US,California,Alameda County,Dublin,37.70215,-121.93579
Ireland,Dublin,"2024-12-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/policies/privacy-policy,US,Pennsylvania,Bucks County,Dublin,40.37177,-75.20156
Ireland,Dublin,"2024-12-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/policies/privacy-policy,US,Ohio,Franklin County,Dublin,40.09923,-83.11408
Ireland,Dublin,"2024-12-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/policies/privacy-policy,US,New Hampshire,Cheshire County,Dublin,42.90758,-72.06258
Ireland,Dublin,"2024-12-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/policies/privacy-policy,US,Virginia,Pulaski County,Dublin,37.10568,-80.68534
Ireland,Dublin,"2024-12-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/policies/privacy-policy,US,Texas,Erath County,Dublin,32.08514,-98.34199
Ireland,Dublin,"2024-12-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/policies/privacy-policy,US,Georgia,Laurens County,Dublin,32.54044,-82.90375
Ireland,Dublin,"2024-12-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/policies/privacy-policy,IE,"",County Dublin,Dublin,53.33306,-6.24889
Finland,Helsinki,"2024-12-01",direct,128.0,5.0,0,1,1,1,1,https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l,FI,"",Uusimaa,Helsinki,60.16952,24.93545
Ireland,Clonee,"2024-12-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/collections/speyside?fbclid=IwZXh0b,,,,,,
Finland,Helsinki,"2024-12-01",whiskybase,1183.0,12.0,0,1,1,0,1,https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l,FI,"",Uusimaa,Helsinki,60.16952,24.93545
Ireland,Clonee,"2024-12-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/products/yamazaki-0-7l?fbclid=IwZXh,,,,,,
Türkiye,Konya,"2024-12-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,TR,"","",Konya,37.87135,32.48464
Canada,Beauharnois,"2024-12-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/,CA,Quebec,Beauharnois-Salaberry,Beauharnois,45.31341,-73.8725
Ireland,Dublin,"2024-12-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/policies/contact-information,US,California,Alameda County,Dublin,37.70215,-121.93579
Ireland,Dublin,"2024-12-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/policies/contact-information,US,Pennsylvania,Bucks County,Dublin,40.37177,-75.20156
Ireland,Dublin,"2024-12-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/policies/contact-information,US,Ohio,Franklin County,Dublin,40.09923,-83.11408
Ireland,Dublin,"2024-12-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/policies/contact-information,US,New Hampshire,Cheshire County,Dublin,42.90758,-72.06258
Ireland,Dublin,"2024-12-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/policies/contact-information,US,Virginia,Pulaski County,Dublin,37.10568,-80.68534
Ireland,Dublin,"2024-12-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/policies/contact-information,US,Texas,Erath County,Dublin,32.08514,-98.34199
Ireland,Dublin,"2024-12-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/policies/contact-information,US,Georgia,Laurens County,Dublin,32.54044,-82.90375
Ireland,Dublin,"2024-12-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/policies/contact-information,IE,"",County Dublin,Dublin,53.33306,-6.24889
