"sess_ctry","sess_loc","datum","sug_platform","session_duration","pages_per_sess","jump_offs","sess_cart_add","sess_co","sess_co_done","sessions","land_pg","country","state","county","name","lat","lng"
Germany,Nuremberg,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,,,,,,
Germany,Forchheim,"2024-11-01",direct,51.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/,DE,Baden-Württemberg,Landkreis Emmendingen,Forchheim,48.16667,7.7
Germany,Forchheim,"2024-11-01",direct,51.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/,DE,Bavaria,Landkreis Forchheim,Forchheim,49.71754,11.05877
Germany,Munich,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,DE,Bavaria,"",Munich,48.13743,11.57549
Germany,Hamburg,"2024-11-01",meta,33.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,ZA,Eastern Cape,Amathole District Municipality,Hamburg,-33.29042,27.4747
Germany,Hamburg,"2024-11-01",meta,33.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,US,Pennsylvania,"",Hamburg,40.55565,-75.98188
Germany,Hamburg,"2024-11-01",meta,33.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,US,New York,Erie County,Hamburg,42.71589,-78.82948
Germany,Hamburg,"2024-11-01",meta,33.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,US,New Jersey,Sussex County,Hamburg,41.15343,-74.57627
Germany,Hamburg,"2024-11-01",meta,33.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,US,Iowa,Fremont County,Hamburg,40.60445,-95.65777
Germany,Hamburg,"2024-11-01",meta,33.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,US,Arkansas,Ashley County,Hamburg,33.22818,-91.79763
Germany,Hamburg,"2024-11-01",meta,33.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,DE,Hamburg,"",Hamburg,53.55073,9.99302
Germany,Elterlein,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,DE,Saxony,Erzgebirgskreis,Elterlein,50.57663,12.86836
Germany,Cologne,"2024-11-01",direct,18.5,1.5,1,0,0,0,2,https://www.whiskyquartier.de/,US,Minnesota,Carver County,Cologne,44.77163,-93.78135
Germany,Cologne,"2024-11-01",direct,18.5,1.5,1,0,0,0,2,https://www.whiskyquartier.de/,IT,Lombardy,Brescia,Cologne,45.57862,9.9418
Germany,Hamburg,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwY2xjawGtwyJleHRuA2FlbQEwA,ZA,Eastern Cape,Amathole District Municipality,Hamburg,-33.29042,27.4747
Germany,Hamburg,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwY2xjawGtwyJleHRuA2FlbQEwA,US,Pennsylvania,"",Hamburg,40.55565,-75.98188
Germany,Hamburg,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwY2xjawGtwyJleHRuA2FlbQEwA,US,New York,Erie County,Hamburg,42.71589,-78.82948
Germany,Hamburg,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwY2xjawGtwyJleHRuA2FlbQEwA,US,New Jersey,Sussex County,Hamburg,41.15343,-74.57627
Germany,Hamburg,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwY2xjawGtwyJleHRuA2FlbQEwA,US,Iowa,Fremont County,Hamburg,40.60445,-95.65777
Germany,Hamburg,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwY2xjawGtwyJleHRuA2FlbQEwA,US,Arkansas,Ashley County,Hamburg,33.22818,-91.79763
Germany,Hamburg,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwY2xjawGtwyJleHRuA2FlbQEwA,DE,Hamburg,"",Hamburg,53.55073,9.99302
Germany,Müllheim,"2024-11-01",alphabet,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?gad_source=1,DE,Baden-Württemberg,Landkreis Breisgau-Hochschwarzwald,Müllheim,47.8082,7.63035
Germany,Müllheim,"2024-11-01",alphabet,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?gad_source=1,CH,Thurgau,Bezirk Frauenfeld,Müllheim,47.60195,9.00357
Germany,Düsseldorf,"2024-11-01",direct,0.0,1.0,2,0,0,0,2,https://www.whiskyquartier.de/,DE,North Rhine-Westphalia,"",Düsseldorf,51.22172,6.77616
Germany,"","2024-11-01",meta,234.0,12.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,IT,Piemont,Torino,"",44.93645,7.54015
Germany,Burgthann,"2024-11-01",alphabet,11.5,2.0,1,0,0,0,2,https://www.whiskyquartier.de/,DE,Bavaria,Nürnberger Land,Burgthann,49.35202,11.31154
Germany,Düsseldorf,"2024-11-01",meta,126.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,DE,North Rhine-Westphalia,"",Düsseldorf,51.22172,6.77616
Germany,Berlin,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,US,Wisconsin,Green Lake County,Berlin,43.96804,-88.94345
Germany,Berlin,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,US,New Hampshire,Coos County,Berlin,44.46867,-71.18508
Germany,Berlin,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,US,Massachusetts,Worcester County,Berlin,42.3812,-71.63701
Germany,Berlin,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,US,Pennsylvania,Somerset County,Berlin,39.92064,-78.9578
Germany,Berlin,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,US,New Jersey,Camden County,Berlin,39.79123,-74.92905
Germany,Berlin,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,US,Maryland,Worcester County,Berlin,38.32262,-75.21769
Germany,Berlin,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,DE,"","",Berlin,52.52437,13.41053
Germany,Kerpen,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,DE,North Rhine-Westphalia,Rhein-Erft-Kreis,Kerpen,50.86991,6.69691
Germany,Leipzig,"2024-11-01",direct,197.0,8.0,0,1,1,1,1,https://www.whiskyquartier.de/,DE,Saxony,"",Leipzig,51.33962,12.37129
Germany,Germering,"2024-11-01",meta,58.0,3.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,DE,Bavaria,Landkreis Fürstenfeldbruck,Germering,48.13392,11.3765
Germany,"","2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,IT,Piemont,Torino,"",44.93645,7.54015
Germany,Germering,"2024-11-01",meta,161.0,6.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwY2xjawGu0MNleHRuA2FlbQEwA,DE,Bavaria,Landkreis Fürstenfeldbruck,Germering,48.13392,11.3765
Germany,Munich,"2024-11-01",meta,1712.0,5.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,DE,Bavaria,"",Munich,48.13743,11.57549
Germany,Rosenheim,"2024-11-01",meta,137.0,3.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGD,DE,Bavaria,"",Rosenheim,47.85637,12.12247
Germany,Dachau,"2024-11-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/collections/bestseller,DE,Bavaria,Landkreis Dachau,Dachau,48.26,11.43402
Germany,Stuttgart,"2024-11-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l,US,Arkansas,Arkansas County,Stuttgart,34.50037,-91.55263
Germany,Stuttgart,"2024-11-01",direct,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l,DE,Baden-Württemberg,Stuttgart,Stuttgart,48.78232,9.17702
Germany,Poxdorf,"2024-11-01",direct,36.909092,1.9090909,7,0,0,0,11,https://www.whiskyquartier.de/,DE,Bavaria,Landkreis Bamberg,Poxdorf,49.93642,11.12211
Germany,Stuttgart,"2024-11-01",direct,5.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/,US,Arkansas,Arkansas County,Stuttgart,34.50037,-91.55263
Germany,Stuttgart,"2024-11-01",direct,5.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/,DE,Baden-Württemberg,Stuttgart,Stuttgart,48.78232,9.17702
Germany,Poxdorf,"2024-11-01",alphabet,1733.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/,DE,Bavaria,Landkreis Bamberg,Poxdorf,49.93642,11.12211
Germany,Steinbach am Taunus,"2024-11-01",alphabet,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/products/18y-sherry-oak-2022-0-7l?v,DE,Hesse,Hochtaunuskreis,Steinbach am Taunus,50.16774,8.57278
Germany,Düren,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGD,DE,North Rhine-Westphalia,Kreis Düren,Düren,50.80434,6.49299
Germany,Munich,"2024-11-01",alphabet,1163.3334,12.333333,0,1,1,1,3,https://www.whiskyquartier.de/,DE,Bavaria,"",Munich,48.13743,11.57549
Germany,Hanover,"2024-11-01",alphabet,10.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/blood-oak-1l?variant=49827,ZA,Eastern Cape,Buffalo City Metropolitan Municipality,Hanover,-32.81899,27.4806
Germany,Hanover,"2024-11-01",alphabet,10.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/blood-oak-1l?variant=49827,US,Ohio,Licking County,Hanover,40.07979,-82.26098
Germany,Hanover,"2024-11-01",alphabet,10.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/blood-oak-1l?variant=49827,US,New Jersey,Morris County,Hanover,40.80454,-74.36682
Germany,Hanover,"2024-11-01",alphabet,10.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/blood-oak-1l?variant=49827,US,New Hampshire,Grafton County,Hanover,43.70229,-72.28954
Germany,Hanover,"2024-11-01",alphabet,10.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/blood-oak-1l?variant=49827,US,Minnesota,Wright County,Hanover,45.1558,-93.66635
Germany,Hanover,"2024-11-01",alphabet,10.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/blood-oak-1l?variant=49827,US,Massachusetts,Plymouth County,Hanover,42.11316,-70.81199
Germany,Hanover,"2024-11-01",alphabet,10.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/blood-oak-1l?variant=49827,US,Virginia,Hanover County,Hanover,37.76653,-77.37026
Germany,Hanover,"2024-11-01",alphabet,10.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/blood-oak-1l?variant=49827,US,Pennsylvania,York County,Hanover,39.80066,-76.98304
Germany,Hanover,"2024-11-01",alphabet,10.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/blood-oak-1l?variant=49827,US,Maryland,Howard County,Hanover,39.19289,-76.72414
Germany,Hanover,"2024-11-01",alphabet,10.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/blood-oak-1l?variant=49827,US,Indiana,Jefferson County,Hanover,38.71423,-85.47357
Germany,Hanover,"2024-11-01",alphabet,10.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/blood-oak-1l?variant=49827,CA,Ontario,Grey County,Hanover,44.15009,-81.03303
Germany,Frankfurt am Main,"2024-11-01",whiskybase,11.0,1.0,0,1,0,0,1,https://www.whiskyquartier.de/products/harmony-collection-green-m,DE,Hesse,"",Frankfurt am Main,50.11552,8.68417
Germany,"","2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,IT,Piemont,Torino,"",44.93645,7.54015
Germany,Augsburg,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGD,DE,Bavaria,"",Augsburg,48.37154,10.89851
Germany,Achim,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,DE,Lower Saxony,Landkreis Verden,Achim,53.01416,9.0263
Germany,Dachau,"2024-11-01",meta,126.0,5.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0CMTEAAabPNRyHJ,DE,Bavaria,Landkreis Dachau,Dachau,48.26,11.43402
Germany,Speicher,"2024-11-01",alphabet,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/products/laddie-ten-0-7l?srsltid=Af,DE,Rhineland-Palatinate,Eifelkreis Bitburg-Prüm,Speicher,49.93333,6.63333
Germany,Speicher,"2024-11-01",alphabet,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/products/laddie-ten-0-7l?srsltid=Af,CH,Appenzell Ausserrhoden,Mittelland,Speicher,47.4109,9.44335
Germany,Oberhausen,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,DE,Bavaria,Landkreis Weilheim-Schongau,Oberhausen,47.78333,11.13333
Germany,Oberhausen,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,DE,Bavaria,Landkreis Neuburg-Schrobenhausen,Oberhausen,48.72201,11.11151
Germany,Oberhausen,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,DE,North Rhine-Westphalia,"",Oberhausen,51.47805,6.8625
Germany,Oberhausen,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,AT,Lower Austria,Bezirk Gänserndorf,Oberhausen,48.1769,16.58506
Germany,Kirchdorf im Wald,"2024-11-01",direct,0.0,1.0,2,0,0,0,2,https://www.whiskyquartier.de/,DE,Bavaria,Landkreis Regen,Kirchdorf im Wald,48.91048,13.26614
Germany,Kehl,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,DE,Baden-Württemberg,Ortenaukreis,Kehl,48.57297,7.81523
Germany,Duisburg,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,DE,North Rhine-Westphalia,"",Duisburg,51.43247,6.76516
Germany,Duisburg,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,BE,Flemish Brabant,Leuven,Duisburg,50.81584,4.55533
Germany,Rüsselsheim am Main,"2024-11-01",alphabet,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l?v,DE,Hesse,Kreis Groß-Gerau,Rüsselsheim am Main,49.98955,8.42251
Germany,Duisburg,"2024-11-01",direct,1599.0,14.0,0,0,0,0,1,https://www.whiskyquartier.de/,DE,North Rhine-Westphalia,"",Duisburg,51.43247,6.76516
Germany,Duisburg,"2024-11-01",direct,1599.0,14.0,0,0,0,0,1,https://www.whiskyquartier.de/,BE,Flemish Brabant,Leuven,Duisburg,50.81584,4.55533
Germany,Cologne,"2024-11-01",alphabet,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/products/suntory-hibiki-100th-anniv,US,Minnesota,Carver County,Cologne,44.77163,-93.78135
Germany,Cologne,"2024-11-01",alphabet,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/products/suntory-hibiki-100th-anniv,IT,Lombardy,Brescia,Cologne,45.57862,9.9418
Germany,"","2024-11-01",alphabet,43.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/,IT,Piemont,Torino,"",44.93645,7.54015
Germany,"","2024-11-01",direct,40.5,3.6666667,2,0,0,0,6,https://www.whiskyquartier.de/,IT,Piemont,Torino,"",44.93645,7.54015
Germany,Mannheim,"2024-11-01",direct,1400.0,5.0,0,0,0,0,1,https://www.whiskyquartier.de/,DE,Baden-Württemberg,"",Mannheim,49.4891,8.46694
Germany,Frankfurt am Main,"2024-11-01",alphabet,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/products/harmony-collection-vibrant,DE,Hesse,"",Frankfurt am Main,50.11552,8.68417
Germany,Düsseldorf,"2024-11-01",meta,38.0,3.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,DE,North Rhine-Westphalia,"",Düsseldorf,51.22172,6.77616
Germany,Mainz,"2024-11-01",meta,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGD,DE,Rhineland-Palatinate,"",Mainz,49.98419,8.2791
Germany,Münster,"2024-11-01",alphabet,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/products/15-yo-colour-collection-0-,DE,Bavaria,Augsburg (district),Münster,48.22904,10.63623
Germany,Münster,"2024-11-01",alphabet,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/products/15-yo-colour-collection-0-,DE,Hesse,Landkreis Darmstadt-Dieburg,Münster,49.92278,8.86778
Germany,Münster,"2024-11-01",alphabet,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/products/15-yo-colour-collection-0-,DE,North Rhine-Westphalia,"",Münster,51.96236,7.62571
Germany,Münster,"2024-11-01",alphabet,0.0,1.0,1,0,0,0,1,https://www.whiskyquartier.de/products/15-yo-colour-collection-0-,AT,Tyrol,"",Münster,47.42164,11.83356
Germany,Fürth,"2024-11-01",direct,0.0,1.0,2,0,0,0,2,https://www.whiskyquartier.de/,DE,Bavaria,"",Fürth,49.47593,10.98856
Germany,Fürth,"2024-11-01",direct,0.0,1.0,2,0,0,0,2,https://www.whiskyquartier.de/,DE,Hesse,Kreis Bergstraße,Fürth,49.65083,8.78472
Germany,Berlin,"2024-11-01",meta,12.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,US,Wisconsin,Green Lake County,Berlin,43.96804,-88.94345
Germany,Berlin,"2024-11-01",meta,12.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,US,New Hampshire,Coos County,Berlin,44.46867,-71.18508
Germany,Berlin,"2024-11-01",meta,12.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,US,Massachusetts,Worcester County,Berlin,42.3812,-71.63701
Germany,Berlin,"2024-11-01",meta,12.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,US,Pennsylvania,Somerset County,Berlin,39.92064,-78.9578
Germany,Berlin,"2024-11-01",meta,12.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,US,New Jersey,Camden County,Berlin,39.79123,-74.92905
Germany,Berlin,"2024-11-01",meta,12.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,US,Maryland,Worcester County,Berlin,38.32262,-75.21769
Germany,Berlin,"2024-11-01",meta,12.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,DE,"","",Berlin,52.52437,13.41053
Germany,Neumarkt in der Oberpfalz,"2024-11-01",direct,20.714285,2.2857144,4,0,0,0,7,https://www.whiskyquartier.de/,DE,Bavaria,Landkreis Neumarkt in der Oberpfalz,Neumarkt in der Oberpfalz,49.28028,11.46278
Germany,Neuenmarkt,"2024-11-01",meta,11.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,DE,Bavaria,Landkreis Kulmbach,Neuenmarkt,50.09193,11.58033
Germany,Delmenhorst,"2024-11-01",whiskybase,37.0,2.0,0,0,0,0,1,https://www.whiskyquartier.de/products/quest-collection-enigma-0-,DE,Lower Saxony,"",Delmenhorst,53.0511,8.63091
Germany,Essen,"2024-11-01",meta,127.0,3.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,DE,North Rhine-Westphalia,"",Essen,51.45657,7.01228
Germany,Essen,"2024-11-01",meta,127.0,3.0,0,0,0,0,1,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGD,DE,Lower Saxony,Cloppenburg district,Essen,52.72258,7.9371
