,datum,sess_ctry,sess_loc,sug_platform,landing_uri,session_duration,pages_per_sess,sess_co_done,sess_type
49,2024-11-01,Germany,Düsseldorf,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHR9-vTNPrM0uUXKPWWI1YRmL_cwULM_k6qJSVkb9WInmEFOZy1MOz2BZnw_aem_l_pj2JM05FjHsG2TLfd-1w,126.0,2.0,0,CO abgeschl.
50,2024-11-01,Germany,Auerbach,direct,https://www.whiskyquartier.de/,23.0,3.0,0,CO abgeschl.
51,2024-11-01,Denmark,Charlottenlund,whiskybase,https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l,0.0,1.0,0,CO abgeschl.
52,2024-11-01,Germany,Berlin,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NbG8BHUbPtY66uYrUfZVm7WW6Lg0-PhE3lkdLMSyybS6Y2PHJeeF6wlmdR3uWbw_aem_Yu44s3jDFiO3Btq3rFZRJA,0.0,1.0,0,CO abgeschl.
53,2024-11-01,Germany,Kerpen,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHfL4ngZvd4BWATF8Ton0i6igRaiUVATWSKeg2Ge5fNQ4hlvPaq0jhkpX4Q_aem_BqUCg0lCCHfazXHwPJnExw,0.0,1.0,0,CO abgeschl.
54,2024-11-01,Germany,Leipzig,direct,https://www.whiskyquartier.de/,197.0,8.0,1,CO abgeschl.
55,2024-11-01,Czechia,Beroun,whiskybase,https://www.whiskyquartier.de/products/concept-no-1-0-7l,0.0,1.0,0,CO abgeschl.
56,2024-11-01,Germany,Adelsdorf,direct,https://www.whiskyquartier.de/,56.0,3.0,0,CO abgeschl.
57,2024-11-01,Germany,Germering,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHezgc1OZ3Gj3QfV9vzZsuJ_VxkjoGqORaNlw159b6mGgLjrXZSwb8G-ZFQ_aem_zevaCe-dnNgkyELgvpjkZw,58.0,3.0,0,CO abgeschl.
58,2024-11-01,The Netherlands,Doetinchem,whiskybase,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l,32.0,3.0,0,CO abgeschl.
59,2024-11-01,Germany,Neumünster,alphabet,https://www.whiskyquartier.de/collections/all,1283.0,13.0,0,CO abgeschl.
60,2024-11-01,Germany,,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHZGeEr2_bCvqWrgez6JWM832nZZPzKUzclUhZSer-sUT-cfyJI7yAus2OQ_aem_oFFksGgXWeVlJxBiYLPDRg,0.0,1.0,0,CO abgeschl.
61,2024-11-01,Germany,Germering,meta,https://www.whiskyquartier.de/?fbclid=IwY2xjawGu0MNleHRuA2FlbQEwAGFkaWQAAAYMPY0AnwEd7OBzU5ncaPdB9X2_Nmy4n9XGSOgao5Fo2XDXn1vqYaAuOtdlLBvwb5kV_aem_zevaCe-dnNgkyELgvpjkZw,161.0,6.0,0,CO abgeschl.
62,2024-11-01,Germany,Munich,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHcDXpVhajvZZo4DcSv9WZZ5tM7ThEHC3-of4OEgUAUwiYQDsfg08C2E4FA_aem_vqU5MvVfouUSQzCnaWGk8g,1712.0,5.0,0,CO abgeschl.
63,2024-11-01,Germany,Rosenheim,meta,https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8Bpgl3j4ArKIuXRdWg3fgTuQQQ0UhXIbQp7-2sV4er15JzzZl85htBuItu0g_aem_FZymIf99tAOJOWmyW2lygw,137.0,3.0,0,CO abgeschl.
64,2024-11-01,Germany,Dachau,direct,https://www.whiskyquartier.de/collections/bestseller,0.0,1.0,0,CO abgeschl.
65,2024-11-01,Germany,Stuttgart,direct,https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l,0.0,1.0,0,CO abgeschl.
66,2024-11-01,Germany,Poxdorf,direct,https://www.whiskyquartier.de/,36.90909090909091,1.9090909090909092,0,CO abgeschl.
67,2024-11-01,Germany,Stuttgart,direct,https://www.whiskyquartier.de/,5.0,2.0,0,CO abgeschl.
68,2024-11-01,Germany,Poxdorf,alphabet,https://www.whiskyquartier.de/,1733.0,2.0,0,CO abgeschl.
69,2024-11-01,Canada,Montreal,direct,https://www.whiskyquartier.de/,0.0,1.0,0,CO abgeschl.
70,2024-11-01,Germany,Steinbach am Taunus,alphabet,https://www.whiskyquartier.de/products/18y-sherry-oak-2022-0-7l?variant=49728920322385&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1,0.0,1.0,0,CO abgeschl.
71,2024-11-01,Germany,Düren,meta,https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGDD2M7RcBpuizq0tYGcQ7sBvCzZ0bThd3qbKSNFmQnvZSHGeU7c_1GRmwU4e9wb4sDg_aem_9CbRLsTL_xFfQiunZc4tsQ,0.0,1.0,0,CO abgeschl.
72,2024-11-01,Germany,Munich,alphabet,https://www.whiskyquartier.de/,1163.3333333333333,12.333333333333334,1,CO abgeschl.
73,2024-11-01,Germany,Bellheim,direct,https://www.whiskyquartier.de/,0.0,1.0,0,CO abgeschl.
74,2024-11-01,Germany,Hanover,alphabet,https://www.whiskyquartier.de/products/blood-oak-1l?variant=49827370598737&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1,10.0,2.0,0,CO abgeschl.
75,2024-11-01,Germany,Frankfurt am Main,whiskybase,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l,11.0,1.0,0,CO abgeschl.
76,2024-11-01,Germany,,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHRpk69ADZNAmGIvi6ibNppEjnOgMNTTB0TrnMy89yOcvn0Dt9mf1rqUYdQ_aem_pe0m-j_axypKGPlBF_-zFg,0.0,1.0,0,CO abgeschl.
77,2024-11-01,Germany,Augsburg,meta,https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BpqqaE1GmsCwm_l7LfcfuAa3JRkv_0a2mEt8wC2INqGD9RwOk7-u1YTsTIg_aem_VqDKLQ3BoRP7L-Nuw4gmbw,0.0,1.0,0,CO abgeschl.
78,2024-11-01,Singapore,Singapore,direct,https://www.whiskyquartier.de/password,0.0,1.0,0,CO abgeschl.
79,2024-11-01,Germany,Achim,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHUDSsMxPmyKPHtxDqnmp86d5VPhdBGJ4bfE1rqlG4b5KI6EF2HKa01TgOw_aem_qVPGKYceWB3F1_YwTeCOVQ,0.0,1.0,0,CO abgeschl.
80,2024-11-01,Germany,Dachau,meta,https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0CMTEAAabPNRyHJHS9R9TcPSkKqSW1yOYgkl24QlcAoqkw4b_9uq6AwVpWnfi3mPg_aem_fSYZsaAD56FagSKwl2sHvg,126.0,5.0,0,CO abgeschl.
81,2024-11-01,Germany,Speicher,alphabet,https://www.whiskyquartier.de/products/laddie-ten-0-7l?srsltid=AfmBOorDHRTJd-xAkv0tgLuK6nydeFvUQYGGuHwJutMHlhKQBC5nZdYf,0.0,1.0,0,CO abgeschl.
82,2024-11-01,Germany,Oberhausen,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHYDXKCxPPWBx_Vk4a8zQeDagzdmcwKRi-KYyMKTx-pAzHaW9-jYSBxN61A_aem_-hqfr5T-1TY_9LrawdaBrQ,0.0,1.0,0,CO abgeschl.
83,2024-11-01,United Kingdom,London,direct,https://www.whiskyquartier.de/collections/highlands,0.0,1.0,0,CO abgeschl.
84,2024-11-01,Germany,Kirchdorf im Wald,direct,https://www.whiskyquartier.de/,0.0,1.0,0,CO abgeschl.
85,2024-11-01,Germany,Kehl,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHe7KANFFrTIFk8d-La7UZtnJrJ4BLExWmhe88aET1gCOs2_Hw6rFC3Fmig_aem_7kiziWwBq0XZ6T86TF3Rbw,0.0,1.0,0,CO abgeschl.
86,2024-11-01,Germany,Duisburg,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHRPRT3a0L0VKSO8HAKXHzsBwnugsLDQ5KZlIaiZrTlk_ZAw-tvtg45bB9g_aem__6-BMWp71fpGQFxTueF3mQ,0.0,1.0,0,CO abgeschl.
87,2024-11-01,Germany,Rüsselsheim am Main,alphabet,https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l?variant=49827452354897&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1,0.0,1.0,0,CO abgeschl.
88,2024-11-01,Germany,Duisburg,direct,https://www.whiskyquartier.de/,1599.0,14.0,0,CO abgeschl.
89,2024-11-01,India,,alphabet,https://www.whiskyquartier.de/,63.666666666666664,3.0,0,CO abgeschl.
90,2024-11-01,Czechia,Prague,whiskybase,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l,0.0,1.0,0,CO abgeschl.
91,2024-11-01,The Netherlands,,whiskybase,https://www.whiskyquartier.de/products/classic-cut-2020-0-7l,10.0,2.0,0,CO abgeschl.
92,2024-11-01,The Netherlands,Amsterdam,whiskybase,https://www.whiskyquartier.de/products/triple-wood-0-7l?_pos=1&_sid=8cc88e544&_ss=r,65.5,2.5,0,CO abgeschl.
93,2024-11-01,Croatia,Sisak,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHadTfOJhZBMPfaWcw7zniwG8g2BG-b41TWM67urjfUE3_BnQTGppETwm8A_aem_XJBcVftejeGMyijmuq2M0Q,50.0,2.0,0,CO abgeschl.
94,2024-11-01,Germany,Cologne,alphabet,https://www.whiskyquartier.de/products/suntory-hibiki-100th-anniversary-0-7l-kopie?variant=49729641120081&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1,0.0,1.0,0,CO abgeschl.
95,2024-11-01,Germany,Frankenberg,direct,https://www.whiskyquartier.de/,0.0,1.0,0,CO abgeschl.
96,2024-11-01,Germany,,alphabet,https://www.whiskyquartier.de/,43.0,2.0,0,CO abgeschl.
97,2024-11-01,Germany,Forstern,direct,https://www.whiskyquartier.de/,16.0,2.0,0,CO abgeschl.
98,2024-11-01,Germany,,direct,https://www.whiskyquartier.de/,40.5,3.6666666666666665,0,CO abgeschl.
99,2024-11-01,Spain,Narón,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHUK_dYO0hheTFQPW_hxLhtPiHzq66nnvS1EqOzVmPvOqb-Zq-XUaCHK9nQ_aem_83pruyhSgfqwY8xoXgiCMA,21.0,2.0,0,CO abgeschl.
100,2024-11-01,Ireland,Clonee,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0CMTEAAR39FwnEJMW2GuoGxgOILH4OgakQG0OZpzRsHKDewOyouCGPAi-CdQEgNSM_aem_EJyogVIORUTNPlG0KVXMoA,0.0,1.0,0,CO abgeschl.
101,2024-11-01,Germany,Mannheim,direct,https://www.whiskyquartier.de/,1400.0,5.0,0,CO abgeschl.
102,2024-11-01,Germany,Oranienburg,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHQXJUpdY1PFX7Y8x0DE_TBoabRYOGjyMqNp8BEse05hCplgolZa1N8fJvg_aem_5jGVysmv0m4tu0gLHaJGog,39.0,3.0,0,CO abgeschl.
103,2024-11-01,Germany,Frankfurt am Main,alphabet,https://www.whiskyquartier.de/products/harmony-collection-vibrant-oak-0-7l?variant=49827316171089&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1,0.0,1.0,0,CO abgeschl.
104,2024-11-01,Germany,Düsseldorf,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHZIXfkusQDgq6aE-4gRWiRAV7rSLNopd1x5r9u51t-BquhqCD4aUcMSUNw_aem_6uJ-iJsVzGK42UKq5OXuzw,38.0,3.0,0,CO abgeschl.
105,2024-11-01,United Kingdom,Manchester,direct,https://www.whiskyquartier.de/,7.0,1.5,0,CO abgeschl.
106,2024-11-01,Germany,Mainz,meta,https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BphNohpSNT4Cgcbr8hpTLvkNjPseDAak2e7r6smTM41Uqkz2fkZH06r_ngw_aem_3zd-YUZrg90tb2lZYSxfGQ,0.0,1.0,0,CO abgeschl.
107,2024-11-01,The Netherlands,Drunen,whiskybase,https://www.whiskyquartier.de/products/triple-wood-0-7l?_pos=1&_sid=8cc88e544&_ss=r,0.0,1.0,0,CO abgeschl.
108,2024-11-01,India,Bengaluru,direct,https://www.whiskyquartier.de/,0.0,1.0,0,CO abgeschl.
109,2024-11-01,Czechia,České Budějovice,spiritradar,https://www.whiskyquartier.de/,1799.0,8.0,0,CO abgeschl.
110,2024-11-01,Germany,Münster,alphabet,https://www.whiskyquartier.de/products/15-yo-colour-collection-0-7l?variant=49729394016593&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=4,0.0,1.0,0,CO abgeschl.
111,2024-11-01,Germany,Fürth,direct,https://www.whiskyquartier.de/,0.0,1.0,0,CO abgeschl.
112,2024-11-01,Germany,Berlin,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHXiU7OYJYji-q1OlKXjilyz5ZDyfPApq479TolhNTW9RwGiZ98mLR0kV-g_aem_HSXH96A4EEZ0GV-3vF30-Q,12.0,2.0,0,CO abgeschl.
113,2024-11-01,Germany,Neumarkt in der Oberpfalz,direct,https://www.whiskyquartier.de/,20.714285714285715,2.2857142857142856,0,CO abgeschl.
114,2024-11-01,Germany,Neuenmarkt,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHRWuaMFfOjvvxJJVyQUW6-HpHV92O8Ikyz4b1-no1cdW9iYgYjshrF-Xnw_aem_XPxe1nD-wzS6G5GfLlYskg,11.0,2.0,0,CO abgeschl.
115,2024-11-01,Germany,Delmenhorst,whiskybase,https://www.whiskyquartier.de/products/quest-collection-enigma-0-7l,37.0,2.0,0,CO abgeschl.
116,2024-11-01,Germany,Essen,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHf0QKsjLXeQgwVcHEe7xoL_14vP4ud44o4vGP20BmBiesiMfIlOwuwh0qg_aem_NoOEpXn3svzn38YElZmbgg,127.0,3.0,0,CO abgeschl.
117,2024-11-01,Germany,Munich,alphabet,https://www.whiskyquartier.de/products/triple-wood-0-7l?variant=49827444818257&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1,0.0,1.0,0,CO abgeschl.
118,2024-11-01,Germany,Erlangen,direct,https://www.whiskyquartier.de/collections/bestseller?page=2,0.0,1.0,0,CO abgeschl.
119,2024-11-01,Germany,Neu-Isenburg,direct,https://www.whiskyquartier.de/products/ardcore-0-7l,0.0,1.0,0,CO abgeschl.
120,2024-11-01,Germany,,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHUT67DWCqAS3u0UdSEeK-uSPptmDVnRCgaxpCybCOfsE-WwEKHh4Tasedg_aem_3TRn1ffIOcRQDGfnewJZUA,60.0,7.0,0,CO abgeschl.
121,2024-11-01,Germany,Rathenow,meta,https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8Bpl528RazPcEoEy08_zyiSWCReZpPx9uOpyoEA-zCuSeSKleFi1aQWpldCA_aem_BrDlul3ql_PGqnq5LgSx8Q,0.0,1.0,0,CO abgeschl.
122,2024-11-01,Japan,Tokyo,direct,https://www.whiskyquartier.de/,0.0,1.0,0,CO abgeschl.
123,2024-11-01,Germany,Dortmund,direct,https://www.whiskyquartier.de/,1094.0,9.0,1,CO abgeschl.
124,2024-11-01,Germany,Burg bei Magdeburg,meta,https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGDD2M7RcBppQKdCaWydqM6ycAEbGNhwCwWaBES7Ahc4rOUoMlMJ3Uif4RUNd7KOsDlg_aem_6QYXbMNO64O0UU31bNpniA,0.0,1.0,0,CO abgeschl.
125,2024-11-01,The Netherlands,Purmerend,direct,https://www.whiskyquartier.de/products/a-night-on-earth-scotland-2021-0-7l,0.0,1.0,0,CO abgeschl.
126,2024-11-01,Germany,Würzburg,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHaZqzbYmLG5Gp6w9HlVsUdTumFVJhCztYZj1nmIsvocGLML2RI1Yzfjqcg_aem_0pIVCleR2TTJ5kOnwNGRMQ,13.0,3.0,0,CO abgeschl.
