"datum","sess_ctry","sess_loc","sessions","lng","lat","kontrollland"
"2025-08-01",Germany,Bad Driburg,1,9.01969,51.73297,DE
"2025-08-01",Austria,Vienna,1,16.37208,48.20849,AT
"2025-08-01",Germany,Neckarsulm,1,9.22527,49.18912,DE
"2025-08-01",Germany,Neckarsulm,1,9.22527,49.18912,DE
"2025-08-01",Germany,Bad Driburg,1,9.01969,51.73297,DE
"2025-08-01",Germany,Naumburg,2,9.16569,51.24816,DE
"2025-08-01",Germany,Bad Doberan,1,11.90051,54.10712,DE
"2025-08-01",Germany,Bad Doberan,1,11.90051,54.10712,DE
"2025-08-01",Germany,Naumburg,2,11.80979,51.14987,DE
"2025-08-01",Germany,Backnang,1,9.43718,48.94743,DE
"2025-08-01",Germany,Augsburg,1,10.89851,48.37154,DE
"2025-08-01",Germany,Auerbach,1,12.40083,50.51155,DE
"2025-08-01",Germany,Auerbach,1,11.63327,49.69201,DE
"2025-08-01",Germany,Essen,1,7.01228,51.45657,DE
"2025-08-01",Germany,Auerbach,1,13.09952,48.80353,DE
"2025-08-01",Germany,Arnstadt,1,10.95198,50.84048,DE
"2025-08-01",Germany,Arnstadt,1,10.95198,50.84048,DE
"2025-08-01",Austria,Jenbach,1,11.77245,47.39173,AT
"2025-08-01",Germany,Arnstadt,1,10.95198,50.84048,DE
"2025-08-01",Germany,Arnstadt,1,10.95198,50.84048,DE
"2025-08-01",Germany,Ankum,1,7.88333,52.55,DE
"2025-08-01",Germany,Zehdenick,1,13.33165,52.97852,DE
"2025-08-01",Germany,Zeithain,1,13.33809,51.33356,DE
"2025-08-01",Germany,Hannoversch Münden,1,9.65046,51.41505,DE
"2025-08-01",Germany,Hannoversch Münden,1,9.65046,51.41505,DE
"2025-08-01",Germany,Munich,1,11.57549,48.13743,DE
"2025-08-01",Germany,Munich,1,11.57549,48.13743,DE
"2025-08-01",Germany,Munich,1,11.57549,48.13743,DE
"2025-08-01",Germany,Munich,1,11.57549,48.13743,DE
"2025-08-01",Germany,Munich,1,11.57549,48.13743,DE
"2025-08-01",Germany,Munich,1,11.57549,48.13743,DE
"2025-08-01",Germany,Munich,1,11.57549,48.13743,DE
"2025-08-01",Germany,Munich,1,11.57549,48.13743,DE
"2025-08-01",Germany,Munich,3,11.57549,48.13743,DE
"2025-08-01",Germany,Essen,1,7.01228,51.45657,DE
"2025-08-01",Germany,Essen,1,7.01228,51.45657,DE
"2025-08-01",Germany,Fürstenfeldbruck,1,11.2547,48.17904,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Slovakia,Banská Bystrica,1,19.15349,48.73946,SK
"2025-08-01",Luxembourg,Luxembourg,1,6.13,49.61167,LU
"2025-08-01",Germany,Gronau,1,9.77678,52.0846,DE
"2025-08-01",Germany,Gronau,1,7.02238,52.21099,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Villingen-Schwenningen,1,8.49358,48.06226,DE
"2025-08-01",Germany,Zeitz,1,12.1369,51.04962,DE
"2025-08-01",Germany,Zwickau,1,12.48839,50.72724,DE
"2025-08-01",Portugal,Guimarães,1,-8.29619,41.44443,PT
"2025-08-01",Portugal,Guimarães,1,-8.29619,41.44443,PT
"2025-08-01",Romania,Chiajna,1,25.97333,44.46,RO
"2025-08-01",Luxembourg,Luxembourg,2,6.13,49.61167,LU
"2025-08-01",Germany,Haldensleben I,1,11.40982,52.28906,DE
"2025-08-01",Germany,Haldensleben I,1,11.40982,52.28906,DE
"2025-08-01",Germany,Haldensleben I,1,11.40982,52.28906,DE
"2025-08-01",Germany,Erlangen,1,11.00783,49.59099,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Haldensleben I,12,11.40982,52.28906,DE
"2025-08-01",Germany,Halle,1,9.56532,51.99122,DE
"2025-08-01",Germany,Halle,1,9.56532,51.99122,DE
"2025-08-01",Germany,Halle,1,8.36083,52.06007,DE
"2025-08-01",Germany,Halle,1,8.36083,52.06007,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Trier,1,6.63935,49.75565,DE
"2025-08-01",Germany,Erfurt,4,11.03283,50.9787,DE
"2025-08-01",Germany,Erfurt,1,11.03283,50.9787,DE
"2025-08-01",Germany,Erfurt,1,11.03283,50.9787,DE
"2025-08-01",Germany,Erfurt,1,11.03283,50.9787,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",India,Surat,1,72.83023,21.19594,IN
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Stuttgart,1,9.17702,48.78232,DE
"2025-08-01",Germany,Überlingen,1,9.17136,47.76977,DE
"2025-08-01",Germany,Stuttgart,1,9.17702,48.78232,DE
"2025-08-01",Germany,Fürth,1,10.98856,49.47593,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Buxtehude,1,9.68636,53.46716,DE
"2025-08-01",Germany,Elmshorn,1,9.65339,53.75396,DE
"2025-08-01",Germany,Elmshorn,1,9.65339,53.75396,DE
"2025-08-01",Germany,Eitorf,1,7.45,50.76667,DE
"2025-08-01",Germany,Eitorf,1,7.45,50.76667,DE
"2025-08-01",Germany,Eisenach,1,10.31522,50.9807,DE
"2025-08-01",Germany,Eilenburg,1,12.63338,51.45984,DE
"2025-08-01",Germany,Eilenburg,1,12.63338,51.45984,DE
"2025-08-01",Germany,Eicklingen,1,10.18439,52.55037,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Ehingen,1,10.8,48.6,DE
"2025-08-01",Germany,Ehingen,1,9.72749,48.28259,DE
"2025-08-01",Germany,Stuttgart,1,9.17702,48.78232,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Düsseldorf,1,6.77616,51.22172,DE
"2025-08-01",Germany,Tönisvorst,1,6.49412,51.32092,DE
"2025-08-01",Germany,Berlin,2,13.41053,52.52437,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Stuttgart,1,9.17702,48.78232,DE
"2025-08-01",Germany,Stuttgart,1,9.17702,48.78232,DE
"2025-08-01",Germany,Stuttgart,1,9.17702,48.78232,DE
"2025-08-01",Germany,Celle,1,10.08047,52.62264,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Italy,Modena,1,10.92539,44.64783,IT
"2025-08-01",Germany,Chemnitz,1,12.92922,50.8357,DE
"2025-08-01",Germany,Chemnitz,1,12.92922,50.8357,DE
"2025-08-01",Germany,Wabern,1,9.35,51.1,DE
"2025-08-01",Germany,Wabern,1,9.35,51.1,DE
"2025-08-01",Austria,Vienna,1,16.37208,48.20849,AT
"2025-08-01",Germany,Hamburg,1,9.99302,53.55073,DE
"2025-08-01",Germany,Hamburg,1,9.99302,53.55073,DE
"2025-08-01",Italy,Florence,1,11.24626,43.77925,IT
"2025-08-01",Germany,Hamburg,1,9.99302,53.55073,DE
"2025-08-01",Germany,Duisburg,1,6.76516,51.43247,DE
"2025-08-01",Germany,Duisburg,1,6.76516,51.43247,DE
"2025-08-01",Germany,Hamburg,1,9.99302,53.55073,DE
"2025-08-01",Germany,Stuttgart,2,9.17702,48.78232,DE
"2025-08-01",Germany,Hamburg,1,9.99302,53.55073,DE
"2025-08-01",Germany,Fürth,1,8.78472,49.65083,DE
"2025-08-01",Germany,Dachau,1,11.43402,48.26,DE
"2025-08-01",Germany,Dresden,1,13.73832,51.05089,DE
"2025-08-01",Germany,Hamburg,1,9.99302,53.55073,DE
"2025-08-01",Germany,Hamburg,1,9.99302,53.55073,DE
"2025-08-01",Germany,Hamburg,1,9.99302,53.55073,DE
"2025-08-01",Germany,Hamburg,1,9.99302,53.55073,DE
"2025-08-01",Germany,Hamburg,1,9.99302,53.55073,DE
"2025-08-01",Germany,Hamburg,1,9.99302,53.55073,DE
"2025-08-01",Germany,Stuttgart,1,9.17702,48.78232,DE
"2025-08-01",Germany,Stuttgart,1,9.17702,48.78232,DE
"2025-08-01",Germany,Hamburg,1,9.99302,53.55073,DE
"2025-08-01",Germany,Hamburg,1,9.99302,53.55073,DE
"2025-08-01",Germany,Hamburg,1,9.99302,53.55073,DE
"2025-08-01",Germany,Hamburg,1,9.99302,53.55073,DE
"2025-08-01",Germany,Dortmund,1,7.466,51.51494,DE
"2025-08-01",Germany,Dortmund,1,7.466,51.51494,DE
"2025-08-01",Germany,Dortmund,1,7.466,51.51494,DE
"2025-08-01",Germany,Dortmund,1,7.466,51.51494,DE
"2025-08-01",Germany,Dortmund,1,7.466,51.51494,DE
"2025-08-01",Germany,Dortmund,1,7.466,51.51494,DE
"2025-08-01",Germany,Dortmund,1,7.466,51.51494,DE
"2025-08-01",Germany,Garmisch-Partenkirchen,1,11.09576,47.49209,DE
"2025-08-01",Germany,Garmisch-Partenkirchen,2,11.09576,47.49209,DE
"2025-08-01",Germany,Heilbronn,1,9.22054,49.13995,DE
"2025-08-01",Germany,Heilbronn,1,9.22054,49.13995,DE
"2025-08-01",Germany,Heiligenhafen,1,10.98022,54.36964,DE
"2025-08-01",Germany,Helbra,1,11.5,51.55,DE
"2025-08-01",Germany,Herford,1,8.67343,52.11457,DE
"2025-08-01",Germany,Tauberbischofsheim,1,9.66278,49.62472,DE
"2025-08-01",Germany,Tauberbischofsheim,2,9.66278,49.62472,DE
"2025-08-01",Germany,Tauberbischofsheim,1,9.66278,49.62472,DE
"2025-08-01",Germany,Tauberbischofsheim,1,9.66278,49.62472,DE
"2025-08-01",Germany,Weilerbach,1,7.63333,49.48333,DE
"2025-08-01",Germany,Weilerswist,1,6.84585,50.75292,DE
"2025-08-01",Germany,Weil im Schönbuch,1,9.06355,48.6227,DE
"2025-08-01",Germany,Dahn,1,7.77843,49.15098,DE
"2025-08-01",Germany,Hiddenhausen,1,8.61667,52.16667,DE
"2025-08-01",Germany,Hohentengen,1,8.4325,47.57005,DE
"2025-08-01",Germany,Döbeln,1,13.11027,51.1221,DE
"2025-08-01",Germany,Döbeln,1,13.11027,51.1221,DE
"2025-08-01",Germany,Frankfurt am Main,1,8.68417,50.11552,DE
"2025-08-01",Germany,Dietzenbach,1,8.77783,50.00976,DE
"2025-08-01",Germany,Hohentengen,1,9.37739,48.02946,DE
"2025-08-01",Germany,Weimar,1,11.32903,50.9803,DE
"2025-08-01",Germany,Illertissen,1,10.10347,48.22336,DE
"2025-08-01",Germany,Diepholz,1,8.37005,52.60783,DE
"2025-08-01",Germany,Illertissen,1,10.10347,48.22336,DE
"2025-08-01",Germany,Frankfurt am Main,1,8.68417,50.11552,DE
"2025-08-01",Germany,Bielefeld,1,8.53333,52.03333,DE
"2025-08-01",Germany,Itzehoe,1,9.51529,53.92099,DE
"2025-08-01",Poland,Warsaw,1,21.01178,52.22977,PL
"2025-08-01",Poland,Warsaw,1,21.01178,52.22977,PL
"2025-08-01",Germany,Delmenhorst,1,8.63091,53.0511,DE
"2025-08-01",Germany,Kamen,1,7.6638,51.59231,DE
"2025-08-01",Germany,Bielefeld,1,8.53333,52.03333,DE
"2025-08-01",Germany,Darmstadt,1,8.65027,49.87167,DE
"2025-08-01",Germany,Darmstadt,1,8.65027,49.87167,DE
"2025-08-01",Italy,Cesena,3,12.24315,44.1391,IT
"2025-08-01",Poland,Jarocin,1,22.32121,50.56459,PL
"2025-08-01",Germany,Karlsruhe,1,8.40444,49.00937,DE
"2025-08-01",Germany,Kassel,1,9.5,51.31667,DE
"2025-08-01",Germany,Kassel,1,9.5,51.31667,DE
"2025-08-01",Israel,Ganei Tikva,1,34.8732,32.05971,IL
"2025-08-01",Germany,Kassel,1,9.5,51.31667,DE
"2025-08-01",Germany,Kempten (Allgäu),1,10.31389,47.72674,DE
"2025-08-01",Germany,Bergkamen,1,7.64451,51.61633,DE
"2025-08-01",Germany,Kiel,1,10.13489,54.32133,DE
"2025-08-01",Germany,Frankfurt am Main,1,8.68417,50.11552,DE
"2025-08-01",Germany,Bindlach,1,11.61389,49.98167,DE
"2025-08-01",Ireland,Dublin,1,-6.24889,53.33306,IE
"2025-08-01",Ireland,Dublin,1,-6.24889,53.33306,IE
"2025-08-01",Germany,Kiel,1,10.13489,54.32133,DE
"2025-08-01",Germany,Kiel,1,10.13489,54.32133,DE
"2025-08-01",Germany,Kirchlinteln,1,9.31811,52.94236,DE
"2025-08-01",Germany,Bissendorf,1,8.16667,52.23333,DE
"2025-08-01",Hungary,Budapest,1,19.04045,47.49835,HU
"2025-08-01",Croatia,Rijeka,1,14.44241,45.32673,HR
"2025-08-01",Germany,Stralsund,1,13.0818,54.30911,DE
"2025-08-01",Germany,Kitzingen,1,10.15072,49.73973,DE
"2025-08-01",Germany,Kitzingen,1,10.15072,49.73973,DE
"2025-08-01",Germany,Steinen,1,7.73914,47.64446,DE
"2025-08-01",Croatia,Zagreb,1,15.97798,45.81444,HR
"2025-08-01",Germany,Kitzingen,1,10.15072,49.73973,DE
"2025-08-01",Germany,Kitzingen,1,10.15072,49.73973,DE
"2025-08-01",Germany,Kleinmachnow,1,13.22514,52.40786,DE
"2025-08-01",Canada,Beauharnois,1,-73.8725,45.31341,CA
"2025-08-01",Germany,Frankfurt am Main,1,8.68417,50.11552,DE
"2025-08-01",Germany,Bochum,1,7.21648,51.48165,DE
"2025-08-01",Germany,Bochum,1,7.21648,51.48165,DE
"2025-08-01",Germany,Klipphausen,1,13.51374,51.06841,DE
"2025-08-01",Germany,Bochum,1,7.21648,51.48165,DE
"2025-08-01",Greece,Vári,1,24.94904,37.39859,GR
"2025-08-01",Germany,Klipphausen,1,13.51374,51.06841,DE
"2025-08-01",Germany,Soest,1,8.10619,51.57558,DE
"2025-08-01",Germany,Wesel,1,6.62037,51.6669,DE
"2025-08-01",Germany,Sindelfingen,1,9.01667,48.7,DE
"2025-08-01",Germany,Ulm,1,9.99155,48.39841,DE
"2025-08-01",Germany,Frankfurt am Main,1,8.68417,50.11552,DE
"2025-08-01",Germany,Gelsenkirchen,1,7.09654,51.50508,DE
"2025-08-01",Greece,Vári,1,23.80311,37.8332,GR
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",France,Grasse,1,6.92537,43.65783,FR
"2025-08-01",Germany,Koblenz,1,7.57883,50.35357,DE
"2025-08-01",Germany,Konstanz,1,9.17582,47.66033,DE
"2025-08-01",Germany,Konstanz,1,9.17582,47.66033,DE
"2025-08-01",Germany,Schwerin,1,11.41316,53.62937,DE
"2025-08-01",Germany,Bordesholm,1,10.03146,54.17611,DE
"2025-08-01",Germany,Frankfurt am Main,1,8.68417,50.11552,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Korbach,1,8.873,51.27561,DE
"2025-08-01",Germany,Korbach,1,8.873,51.27561,DE
"2025-08-01",Germany,Westhofen,1,8.24806,49.70444,DE
"2025-08-01",Germany,Krefeld,1,6.55381,51.33645,DE
"2025-08-01",Germany,Krefeld,1,6.55381,51.33645,DE
"2025-08-01",Germany,Kreuzau,1,6.49069,50.74699,DE
"2025-08-01",Germany,Schwarzheide,2,13.85559,51.47671,DE
"2025-08-01",Germany,Kreuzau,1,6.49069,50.74699,DE
"2025-08-01",Germany,Frankfurt am Main,1,8.68417,50.11552,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Frankfurt am Main,3,8.68417,50.11552,DE
"2025-08-01",Ukraine,Dnipro,1,35.04066,48.46664,UA
"2025-08-01",Germany,Kreuzau,1,6.49069,50.74699,DE
"2025-08-01",Germany,Schramberg,1,8.38583,48.22399,DE
"2025-08-01",Germany,Schöningen,1,10.96745,52.13802,DE
"2025-08-01",Germany,Germering,1,11.3765,48.13392,DE
"2025-08-01",Germany,Germering,1,11.3765,48.13392,DE
"2025-08-01",Slovakia,Banská Bystrica,1,19.15349,48.73946,SK
"2025-08-01",Germany,Schleusingen,1,10.75658,50.51076,DE
"2025-08-01",Germany,Kriebstein,1,13.01667,51.05,DE
"2025-08-01",Germany,Kronberg,1,8.5232,50.18424,DE
"2025-08-01",Germany,Schifferstadt,1,8.3775,49.38417,DE
"2025-08-01",Germany,Schifferstadt,1,8.3775,49.38417,DE
"2025-08-01",Germany,Barntrup,1,9.11642,51.99038,DE
"2025-08-01",Germany,Laage,1,12.34694,53.9256,DE
"2025-08-01",Germany,Gnarrenburg,1,9.0,53.38333,DE
"2025-08-01",Germany,Tauberbischofsheim,5,9.66278,49.62472,DE
"2025-08-01",Germany,Frankfurt am Main,1,8.68417,50.11552,DE
"2025-08-01",Germany,Landshut,1,12.16179,48.52961,DE
"2025-08-01",Germany,Langen,1,8.66852,49.98955,DE
"2025-08-01",Germany,Langen,1,8.66852,49.98955,DE
"2025-08-01",Germany,Langen,1,7.4674,52.53985,DE
"2025-08-01",Germany,Langen,1,7.4674,52.53985,DE
"2025-08-01",Germany,Langen,1,8.59509,53.60554,DE
"2025-08-01",Germany,Langen,1,8.59509,53.60554,DE
"2025-08-01",Slovakia,Bratislava,1,17.10674,48.14816,SK
"2025-08-01",Poland,Szczecin,1,14.55302,53.42894,PL
"2025-08-01",Germany,Wiesbaden,1,8.24932,50.08258,DE
"2025-08-01",Germany,Saarlouis,1,6.75154,49.31366,DE
"2025-08-01",Germany,Saarlouis,1,6.75154,49.31366,DE
"2025-08-01",Germany,Wiesbaden,1,8.24932,50.08258,DE
"2025-08-01",Germany,Saarbrücken,1,7.00982,49.23262,DE
"2025-08-01",Germany,Saarbrücken,1,7.00982,49.23262,DE
"2025-08-01",Germany,Bad Soden am Taunus,1,8.50449,50.1408,DE
"2025-08-01",Germany,Lautertal,1,9.28333,50.58333,DE
"2025-08-01",Germany,Wiesbaden,1,8.24932,50.08258,DE
"2025-08-01",Germany,Saalfeld,1,11.36536,50.64826,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Rüsselsheim am Main,1,8.42251,49.98955,DE
"2025-08-01",Germany,Rüsselsheim am Main,1,8.42251,49.98955,DE
"2025-08-01",Germany,Rüsselsheim am Main,1,8.42251,49.98955,DE
"2025-08-01",Germany,Leinefelde-Worbis,1,10.3262,51.38796,DE
"2025-08-01",Germany,Frankfurt am Main,1,8.68417,50.11552,DE
"2025-08-01",Germany,Rudolstadt,1,11.34046,50.72043,DE
"2025-08-01",Germany,Rudolstadt,1,11.34046,50.72043,DE
"2025-08-01",Germany,Bad Salzungen,1,10.2361,50.81342,DE
"2025-08-01",Germany,Bad Salzungen,1,10.2361,50.81342,DE
"2025-08-01",Germany,Leipzig,1,12.37129,51.33962,DE
"2025-08-01",Spain,Madrid,1,-3.70256,40.4165,ES
"2025-08-01",Germany,Frankfurt am Main,1,8.68417,50.11552,DE
"2025-08-01",Germany,Rostock,1,12.14049,54.0887,DE
"2025-08-01",Germany,Rostock,1,12.14049,54.0887,DE
"2025-08-01",Germany,Leipzig,1,12.37129,51.33962,DE
"2025-08-01",Switzerland,Männedorf,1,8.69893,47.25686,CH
"2025-08-01",Egypt,Giza,1,31.20861,30.00944,EG
"2025-08-01",Egypt,Cairo,1,31.24967,30.06263,EG
"2025-08-01",Germany,Leipzig,1,12.37129,51.33962,DE
"2025-08-01",Germany,Leipzig,5,12.37129,51.33962,DE
"2025-08-01",Germany,Falkenstein,2,12.37129,50.47788,DE
"2025-08-01",Germany,Leipzig,1,12.37129,51.33962,DE
"2025-08-01",Germany,Bernburg,1,11.7401,51.79464,DE
"2025-08-01",Germany,Berlin,1,13.41053,52.52437,DE
"2025-08-01",Germany,Rodenbach,1,9.03333,50.15,DE
"2025-08-01",Germany,Rodenbach,1,9.03333,50.15,DE
"2025-08-01",Denmark,Holstebro,1,8.61607,56.36009,DK
"2025-08-01",Germany,Rodenbach,1,8.10695,49.57414,DE
"2025-08-01",Germany,Rodenbach,1,8.10695,49.57414,DE
"2025-08-01",Denmark,Holstebro,1,8.61607,56.36009,DK
"2025-08-01",Germany,Leipzig,1,12.37129,51.33962,DE
"2025-08-01",Switzerland,Birsfelden,1,7.62322,47.5529,CH
"2025-08-01",Germany,Bernburg,1,11.7401,51.79464,DE
"2025-08-01",Germany,Leipzig,8,12.37129,51.33962,DE
"2025-08-01",Germany,Bremen,1,8.80717,53.07582,DE
"2025-08-01",Switzerland,Bernex,1,6.07544,46.1765,CH
"2025-08-01",Germany,Leipzig,1,12.37129,51.33962,DE
"2025-08-01",Switzerland,Adliswil,1,8.52462,47.30997,CH
"2025-08-01",Germany,Riedlingen,1,9.47558,48.15455,DE
"2025-08-01",Germany,Leipzig,1,12.37129,51.33962,DE
"2025-08-01",Germany,Rendsburg,1,9.66313,54.30663,DE
"2025-08-01",Germany,Leipzig,1,12.37129,51.33962,DE
"2025-08-01",Germany,Leipzig,1,12.37129,51.33962,DE
"2025-08-01",Germany,Reinbek,1,10.2488,53.51703,DE
"2025-08-01",Germany,Rehburg-Loccum,1,9.19957,52.46952,DE
"2025-08-01",Germany,Regensburg,1,12.10161,49.01513,DE
"2025-08-01",Germany,Regensburg,1,12.10161,49.01513,DE
"2025-08-01",Germany,Regensburg,1,12.10161,49.01513,DE
"2025-08-01",Germany,Leipzig,1,12.37129,51.33962,DE
"2025-08-01",Germany,Lemgo,1,8.89901,52.02786,DE
"2025-08-01",Germany,Recklinghausen,1,7.19738,51.61379,DE
"2025-08-01",Denmark,Copenhagen,1,12.56553,55.67594,DK
"2025-08-01",Denmark,Copenhagen,1,12.56553,55.67594,DK
"2025-08-01",Germany,Ravensburg,1,9.61062,47.78198,DE
"2025-08-01",Germany,Ravensburg,1,9.61062,47.78198,DE
